,Scene ID,Scene ID,Scene ID,Scene ID,Scene ID,Scene ID,Scene ID,Scene ID,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Membrane count,Membrane count,Membrane count,Membrane count,Membrane count,Membrane count,Membrane count,Membrane count,Nucleus count,Nucleus count,Nucleus count,Nucleus count,Nucleus count,Nucleus count,Nucleus count,Nucleus count
exp_18_LNP_CR.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,4102512.1666666665,912362.496781628,2974672.0,3466631.75,3872307.5,4704818.5,5889906.0,12.0,58942941.833333336,20882704.690356612,20062192.0,45099908.25,54724534.0,76739796.75,87323378.0,12.0,22528599.916666668,6503918.3912255885,6504794.0,21577903.75,23546603.0,25532570.0,32886433.0,12.0,1058542.3333333333,466237.01869958674,288078.0,880015.75,1108059.5,1201338.25,2040369.0,12.0,545015.1666666666,295748.7741638573,150892.0,313989.0,516247.0,791086.0,1112999.0,12.0,71024.84464728224,30521.636374306792,37887.38461538462,48650.01397515528,69969.02857142857,78060.38445378152,145740.64285714287,12.0,28795.99094978061,13289.585024456312,14334.882352941177,19358.567733990145,28900.041666666668,34044.4375,61833.27777777778,12.0,0.25605402261145166,0.09180503621075034,0.0722491076641567,0.19989894787678228,0.28790755892479003,0.3258928052542706,0.37454556370112935,12.0,0.1333695765553584,0.06555724549844563,0.03784326589902711,0.07838924918928226,0.14274450420572057,0.17546499509846764,0.22967651042332377,12.0,911482.1666666666,409775.686187596,247623.0,784913.25,933943.5,1036337.0,1846850.0,12.0,147060.16666666666,90203.09507271337,40455.0,95669.0,140131.5,183865.75,370934.0,12.0,0.8632130717586897,0.04744997883123992,0.7459114258138275,0.8529283111528729,0.8755506310951959,0.8928725931280237,0.9158093367504345,12.0,0.13678692824131025,0.04744997883123994,0.08419066324956548,0.10712740687197635,0.12444936890480408,0.14707168884712707,0.25408857418617253,12.0,15.083333333333334,4.7760450228830615,7.0,12.5,14.5,18.0,23.0,12.0,19.5,6.9478577470129075,4.0,16.75,19.5,24.25,29.0
exp_19_cellonlynostain_np.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,157036.66666666666,40058.33756214085,105664.0,131498.0,140390.0,201941.5,214688.0,12.0,1600638.6666666667,102090.92037388966,1488622.0,1524585.5,1560607.0,1713090.5,1766842.0,12.0,2952356.6666666665,732517.0976781278,1939700.0,2396467.25,2738480.5,3818926.75,4027272.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,142.58333333333334,493.9231552917249,0.0,0.0,0.0,0.0,1711.0,0.0,,,,,,,,1.0,1711.0,,1711.0,1711.0,1711.0,1711.0,1711.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0009935151506705502,0.0034416374381016825,0.0,0.0,0.0,0.0,0.011922181808046602,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.08333333333333333,0.28867513459481287,0.0,0.0,0.0,0.0,1.0
exp_1_LNP_np.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,2405204.25,248727.93280798162,2069983.0,2175948.5,2417439.0,2589937.5,2895262.0,12.0,32099483.916666668,9273512.894706901,11580895.0,26477559.5,32285179.5,38297729.0,43811161.0,12.0,10438579.0,5871631.297479432,4113451.0,8301343.0,9071420.0,9919991.5,27694971.0,12.0,935163.25,224808.298571401,573726.0,867222.75,995860.5,1080142.75,1186035.0,12.0,405191.5833333333,118794.523903831,188681.0,343467.75,420938.0,506938.5,533396.0,12.0,51733.9047892779,19179.278237335046,27369.47619047619,40891.8143939394,51294.22540045767,57279.01780185758,98836.25,12.0,11684.3466104153,4387.507467023949,6469.333333333333,9432.663461538461,11261.724999999999,13028.797916666666,21941.347826086956,12.0,0.38549277865851933,0.07247382904593001,0.2713369728190467,0.32845483277835763,0.41403303644278455,0.44212916453219964,0.4528266660456074,12.0,0.1664718648741891,0.04102521271241758,0.09115099012890444,0.1436776943419331,0.16812237717091766,0.19793226072452355,0.22601764849203912,12.0,822132.75,213153.39935622335,475366.0,765327.25,872472.5,944584.75,1077339.0,12.0,113030.5,17372.928849741536,86279.0,100377.75,110008.0,125507.75,145374.0,12.0,0.8742785313238398,0.02580655782525555,0.8270701285234333,0.8621684751199346,0.8802664990751253,0.8928334648901732,0.9083534634306745,12.0,0.12572146867616038,0.025806557825255556,0.09164653656932553,0.10716653510982675,0.11973350092487468,0.13783152488006553,0.1729298714765667,12.0,18.833333333333332,3.0698929011029725,12.0,17.75,19.0,21.0,23.0,12.0,36.083333333333336,8.701706555021088,23.0,32.75,35.5,40.0,57.0
exp_20_LNP_APOE.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,8485269.916666666,1518152.2372741904,5372146.0,7940299.75,8661163.0,9528424.5,11021689.0,12.0,38153568.416666664,4021741.5839393046,29491169.0,36498781.75,37702367.0,41160324.25,44323856.0,12.0,42174092.083333336,7176537.222744438,29711145.0,38006356.75,42225394.0,46738336.25,52935546.0,12.0,6433668.666666667,1525424.7420748298,3312427.0,5841550.5,6630955.5,7564212.75,8867139.0,12.0,3973691.9166666665,928217.3112297727,2236784.0,3685618.25,4151831.0,4491567.0,5296914.0,12.0,327354.57680585136,121908.54471770291,118300.96428571429,277398.03647058824,328099.24561403506,362766.34663865546,554196.1875,12.0,154714.4577254844,42306.35107630718,86543.78787878787,123517.34615384616,168130.76,189122.09821428574,199220.8,12.0,0.7495686684364409,0.05634602341090982,0.6165928848545814,0.7411227957144638,0.7687764267909142,0.7809084325354648,0.8045172568378585,12.0,0.46370263347358676,0.037492013056483,0.39746830365797586,0.45166009888599606,0.4734306505849269,0.4822797548982048,0.5143599360814429,12.0,5541066.916666667,1426112.5572381252,2430294.0,5142198.0,5777957.0,6299713.25,7574061.0,12.0,892601.75,224711.46384404117,669480.0,742012.5,846283.0,929277.25,1362397.0,12.0,0.8552371012506398,0.045298480943118793,0.7336898292400105,0.8485920495197672,0.8626391899221462,0.8793119283937663,0.9120569052826545,12.0,0.14476289874936016,0.0452984809431188,0.08794309471734547,0.12068807160623372,0.13736081007785372,0.1514079504802328,0.2663101707599896,12.0,21.0,4.670993664969138,15.0,17.0,20.0,24.25,29.0,12.0,26.166666666666668,3.3529724488018453,21.0,24.75,25.0,27.0,33.0
exp_21_cellonly_APOE.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,376156.25,87383.34256609052,249026.0,291829.5,409489.0,436101.25,486948.0,12.0,26120786.166666668,7331188.3769624075,13651698.0,21245395.25,26709188.5,30383179.5,37830132.0,12.0,36675538.666666664,9883700.814362736,17084080.0,33365100.75,35346008.0,43185819.25,51245632.0,12.0,117428.91666666667,35298.05917522773,60798.0,91028.25,115776.5,135233.75,189522.0,12.0,93544.83333333333,18167.668063865207,69594.0,80689.0,91890.5,102875.5,132078.0,12.0,4839.988353811564,1340.304439645629,3381.695652173913,3962.409226190476,4592.5,5223.282493368701,8240.08695652174,12.0,3694.696021418697,708.6805270751645,2683.285714285714,3073.8357142857144,3801.831043956044,4058.7224264705883,5079.923076923077,12.0,0.32657342875170786,0.10999968943160146,0.12571544365777806,0.2629843432431798,0.3015654555372629,0.4334323332249803,0.46468373673238267,12.0,0.25935928209435677,0.06316532916388709,0.14390342751273738,0.23125839696127565,0.2689372490712366,0.305373826025663,0.342793400965165,12.0,78274.16666666667,27624.049149685543,40481.0,52425.75,77746.5,94732.25,134538.0,12.0,39154.75,9260.980255645432,20317.0,35589.0,38943.0,43165.75,54984.0,12.0,0.6581914066461617,0.05307191336493689,0.5569463087248322,0.629520859504274,0.6673788360292872,0.7067298194685017,0.7202442837449653,12.0,0.34180859335383823,0.053071913364936885,0.2797557162550347,0.29327018053149834,0.3326211639707129,0.3704791404957259,0.4430536912751678,12.0,24.25,3.695820735518825,15.0,23.0,24.0,27.0,29.0,12.0,25.583333333333332,3.5537005893558162,17.0,23.75,26.0,28.0,30.0
exp_22_LNP_APOE.czi,24.0,11.5,7.0710678118654755,0.0,5.75,11.5,17.25,23.0,24.0,5020086.916666667,1904054.3553003331,2867187.0,3625651.0,4177591.0,6352433.75,8974088.0,24.0,28933101.791666668,8593665.281230254,15056185.0,21535860.5,27633665.5,36628614.0,42656929.0,24.0,34473409.541666664,11429419.856974391,17725375.0,25652015.0,31825085.5,45266798.75,57247019.0,24.0,3060859.75,1851138.5730630346,915034.0,1710117.5,2076219.5,4389977.5,6879966.0,24.0,2105960.0833333335,1348855.2356451687,509605.0,1103301.0,1655735.0,2786454.5,5203370.0,24.0,164074.06865035926,92860.66600696597,54319.181818181816,95958.96590909091,138264.60829959513,207764.38125,405372.625,24.0,95341.64529680616,54898.0792138401,29976.764705882353,59214.53571428571,72085.23106060606,126613.81166666666,247779.52380952382,24.0,0.5633466117191194,0.13381053305070748,0.31913997935956046,0.47163447082807863,0.517766238356972,0.6892416197185937,0.7666479312438211,24.0,0.38604562181473323,0.10974925952468134,0.17773692472796507,0.31110466090975375,0.3961887002969021,0.4665700538242076,0.5853049856220797,24.0,2639310.8333333335,1690364.0527770976,798617.0,1486009.0,1682508.5,3871653.0,6074483.0,24.0,421548.9166666667,188929.81077245195,116417.0,273268.5,401588.5,533825.25,805483.0,24.0,0.8467932838371027,0.04495418137324935,0.7418306943303136,0.8167381079176164,0.8579016861812514,0.880686348414091,0.9290942957616827,24.0,0.15320671616289724,0.04495418137324935,0.07090570423831734,0.11931365158590901,0.14209831381874863,0.1832618920823837,0.25816930566968643,24.0,18.625,4.2304537735844345,10.0,16.0,17.5,22.0,26.0,24.0,21.541666666666668,4.690222639256809,12.0,18.75,20.5,25.0,30.0
exp_2_cellonly_np.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,211397.5,39371.672586679975,156052.0,184398.5,210035.0,236825.0,270286.0,12.0,27073876.833333332,11193775.95563701,11776811.0,18717750.25,27859449.5,29653709.5,52251745.0,12.0,11848735.5,4842479.917547873,3560307.0,9213976.5,12186658.0,14440390.0,21105721.0,12.0,75473.58333333333,25647.54937241775,21456.0,59675.0,78391.5,87523.5,118345.0,12.0,35334.75,13569.122944290568,7322.0,24806.5,38422.0,42683.75,55455.0,12.0,4159.122726086048,1032.974344353893,2682.0,3643.559375,4003.3416666666667,4600.278195488721,6574.722222222223,12.0,1217.0605002338775,315.1259928623463,704.4848484848485,982.3295454545455,1255.1975806451615,1464.4785714285715,1628.7272727272727,12.0,0.3582869307536216,0.11902606060335555,0.1358215379940749,0.29743323643838704,0.3641822494152482,0.4149978749628837,0.5714002916268335,12.0,0.16836141597875975,0.06885041601419596,0.046349986073481377,0.1351029869232516,0.15594375355523593,0.2115883561788887,0.26775109360062577,12.0,66420.0,23312.458752583545,18839.0,51052.5,69452.0,76818.5,108707.0,12.0,9053.583333333334,2945.8608082384258,2617.0,8325.0,9093.0,10094.25,13584.0,12.0,0.8777056763847247,0.0210636933158287,0.8429612400283477,0.8645745847295037,0.8803800259565357,0.890225500585968,0.9185601419578352,12.0,0.12229432361527533,0.021063693315828694,0.08143985804216486,0.10977449941403196,0.1196199740434643,0.13542541527049629,0.15703875997165234,12.0,17.916666666666668,4.316107954950604,8.0,15.75,18.5,20.25,25.0,12.0,30.416666666666668,12.43498242374262,5.0,26.25,28.0,35.0,55.0
exp_3_LNP_VTN.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,5526837.75,1207649.5240061937,3390824.0,4828622.75,5434901.5,6501618.25,7290660.0,12.0,12568335.75,6014001.147246408,3632064.0,7662965.75,11889788.5,16965755.75,22517352.0,12.0,16976259.083333332,4593253.087060817,11413641.0,13942769.75,15364035.5,19756774.75,27178584.0,12.0,2781131.0833333335,1439376.4060312847,38447.0,1872023.0,2654548.0,4024257.75,4763225.0,12.0,1651739.25,548712.3796130065,619635.0,1242564.25,1664276.5,2048555.5,2477866.0,12.0,157178.56428513725,79088.09934508309,38447.0,106038.15073529413,148576.5888888889,220436.75,302832.4,12.0,60521.8647552435,22878.24876708403,16306.184210526315,44016.338362068964,61717.77109181142,78328.644375,94663.16666666667,12.0,0.4816780936305079,0.20126054358324483,0.00955121440311307,0.3708918687854439,0.5564778190724966,0.6271040706769762,0.6853243430974312,12.0,0.292529553854735,0.05263558042576286,0.18273876792189744,0.2633205444004626,0.3117358783860461,0.31656140755929146,0.36170786729420584,12.0,2219715.5,1292451.0749200177,22263.0,1266920.75,2123279.5,3258433.75,4129859.0,12.0,561415.5833333334,202804.47188787453,16184.0,544815.25,599851.5,645073.25,820088.0,12.0,0.7580717090766834,0.08929547225197577,0.5790568835019637,0.6933963553547189,0.7856323986772378,0.8129152674247345,0.8762274666339093,12.0,0.24192829092331655,0.08929547225197582,0.12377253336609073,0.18708473257526542,0.21436760132276222,0.3066036446452811,0.4209431164980363,12.0,16.916666666666668,5.401318581998513,1.0,16.5,18.5,19.25,22.0,12.0,28.333333333333332,4.37624441176623,23.0,24.75,28.0,31.25,38.0
exp_4_cellonly_VTN.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,332114.4166666667,95171.2586794395,187178.0,257079.0,336983.5,409332.5,495677.0,12.0,16515905.416666666,6038361.040653535,8145775.0,12794719.25,16256208.5,20368127.5,28351127.0,12.0,18711922.75,3668450.412410944,12099235.0,16346205.25,19692355.0,21324800.5,24321286.0,12.0,91600.91666666667,23832.400132662537,46148.0,74513.75,101192.5,109614.75,115617.0,12.0,56641.25,9499.714877300266,40070.0,49724.0,56991.5,60153.75,73659.0,12.0,4710.998865804031,1537.4869737779436,2307.4,3201.0238095238096,5040.961038961039,6125.630208333333,6733.266666666666,12.0,1974.8965673875373,565.1344968635235,1131.3953488372092,1634.4275210084033,1842.2202797202797,2247.75,3348.1363636363635,12.0,0.2920801555872394,0.09988586595804634,0.13697428212317508,0.2182856721750971,0.26246933258060096,0.36544842999774163,0.4925533679035142,12.0,0.18035914552346435,0.04593418358461653,0.11708401817654453,0.14968847596061186,0.17086593179708814,0.20475093898813435,0.2599130239664918,12.0,74792.25,22640.61307443691,33182.0,57020.75,83840.0,90734.75,98526.0,12.0,16808.666666666668,2844.0837263386325,12966.0,14354.0,16267.5,19126.0,21147.0,12.0,0.8057287432481179,0.051109678110136544,0.7190344110253966,0.7806794240641655,0.8120144575639039,0.8489908200892077,0.8697713354989581,12.0,0.19427125675188195,0.05110967811013655,0.13022866450104187,0.15100917991079232,0.18798554243609614,0.21932057593583457,0.28096558897460344,12.0,20.0,3.1042492870843406,15.0,17.75,20.5,22.0,25.0,12.0,29.916666666666668,6.41671585970911,22.0,25.75,28.5,34.25,43.0
exp_5_LNP_A2M.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,2335966.4166666665,387753.7407935042,1654898.0,2107707.25,2295448.0,2576053.0,2980420.0,12.0,54418713.25,24340328.262320127,16677019.0,42464442.5,47602192.0,60836329.75,103900202.0,12.0,18506869.5,6326120.711081613,10169256.0,14572642.25,18905211.5,20689199.5,33806761.0,12.0,1067757.75,357684.80197467026,524458.0,869477.0,966920.0,1254039.0,1890436.0,12.0,541283.4166666666,194549.0808835364,319202.0,399673.5,496420.0,623452.75,907754.0,12.0,62564.063197436946,30832.464290976422,32778.625,43073.642045454544,51082.4625,77835.0197368421,135031.14285714287,12.0,18142.657704981113,5536.443926186725,11006.965517241379,13657.097222222223,16741.14573732719,21900.915722996513,30087.241379310344,12.0,0.44765944662250806,0.08388672380724309,0.31691258313201176,0.39464142020028437,0.4400196231874404,0.4606742335120845,0.6342851007576114,12.0,0.22889101255098812,0.05934922963845346,0.15016324034435716,0.179893583774779,0.233859815476335,0.2678477228354282,0.3401486778709803,12.0,962270.5833333334,350333.741055961,461436.0,772951.75,838980.0,1147584.25,1793903.0,12.0,105487.16666666667,28785.375955140626,63022.0,91543.25,96372.5,118697.5,165809.0,12.0,0.8954604584956366,0.02986368426270895,0.8366843401784949,0.8781602833876591,0.8950571665523048,0.9179857470220937,0.9489361184404022,12.0,0.10453954150436336,0.02986368426270895,0.051063881559597894,0.0820142529779063,0.10494283344769517,0.12183971661234091,0.1633156598215051,12.0,18.166666666666668,3.563280749108846,12.0,16.0,18.0,20.5,23.0,12.0,29.583333333333332,3.8484550225520446,26.0,28.0,28.5,30.0,41.0
exp_6_cellonly_A2M.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,319009.5833333333,94686.81395715066,195132.0,234616.75,319795.0,388994.5,473804.0,12.0,49412591.25,15357048.473601187,17086105.0,39681572.75,49162470.5,62005689.25,69320312.0,12.0,19626464.5,4648810.208087451,11975012.0,16777660.0,18359009.0,22779556.25,27043281.0,12.0,107486.25,26867.768013415764,68295.0,90914.0,108052.0,127260.25,153136.0,12.0,54630.666666666664,13372.032526089213,33122.0,47183.25,54499.5,58196.75,82555.0,12.0,6121.1002463117065,1626.5305937284422,3471.714285714286,5222.494047619048,6002.817813765183,7261.364473684211,8937.307692307691,12.0,1920.008631029692,301.64168420628084,1424.2631578947369,1740.7925324675325,1951.4589371980676,2117.3817391304347,2428.0882352941176,12.0,0.3558757618275424,0.10297046875269895,0.15387375370406328,0.30257883925754203,0.3535178926520942,0.3810848451581158,0.5567081935793005,12.0,0.1799379289291241,0.04959897289052898,0.09270288980253438,0.155664575074882,0.17254147072231918,0.19557470971504995,0.29252036415908,12.0,94199.66666666667,23576.819653415874,59108.0,76858.25,95621.0,112612.25,130660.0,12.0,13286.583333333334,5179.212794840778,6108.0,10637.0,12452.5,17063.25,22476.0,12.0,0.8764784737866527,0.03750910756306172,0.8107426000603517,0.8528616381969741,0.8799310424673716,0.8989321055980736,0.9399147910659724,12.0,0.12352152621334732,0.03750910756306172,0.06008520893402763,0.1010678944019265,0.1200689575326283,0.14713836180302584,0.18925739993964832,12.0,18.166666666666668,4.386618771038148,10.0,15.75,18.5,21.0,26.0,12.0,28.583333333333332,6.0371325724196,22.0,23.0,26.5,34.25,38.0
exp_7_LNP_CR.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,2883622.25,462690.34034892556,2253021.0,2494192.75,2919917.5,3276285.0,3511068.0,12.0,53826345.75,26009100.56593408,11075694.0,33352702.25,51759104.5,63674088.5,100086332.0,12.0,18716590.666666668,4243512.076589804,12560640.0,15487017.0,19260115.5,21685631.75,25101336.0,12.0,994259.5833333334,454555.54890713317,464191.0,616183.5,894743.5,1280931.0,1964891.0,12.0,639643.3333333334,258717.50489229942,309704.0,454868.0,542754.5,841548.75,1128594.0,12.0,56174.92493002318,28021.619281125706,27305.352941176472,41856.72899159664,47034.96875,62480.5875,130992.73333333334,12.0,24554.998348113877,6759.149388729632,16300.21052631579,19850.660173160173,23562.596153846152,27034.235795454544,41674.208333333336,12.0,0.33253269884270886,0.10822171387009025,0.1973291605186091,0.2454131201296329,0.3239316716597233,0.3932964940469305,0.5596277258087853,12.0,0.2160870933560598,0.059220280784760805,0.12272537965321116,0.181718262092776,0.19490492627776357,0.26181566249089705,0.3214389467820048,12.0,871694.5833333334,422432.3678474156,387073.0,526645.75,778843.5,1132603.25,1797411.0,12.0,122565.0,42214.65729513216,68765.0,98126.25,107891.5,138846.5,208092.0,12.0,0.8674689185246685,0.032641029850489264,0.80883962488934,0.8445009369095122,0.8692910637543909,0.8886104338721198,0.9147637197177859,12.0,0.13253108147533163,0.03264102985048926,0.08523628028221412,0.11138956612788015,0.1307089362456091,0.15549906309048783,0.19116037511065997,12.0,17.916666666666668,3.1466673086799553,12.0,16.0,17.5,20.0,24.0,12.0,25.666666666666668,6.3005531262715095,16.0,21.75,25.0,27.75,38.0
exp_8_cellonly_CR.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,326173.9166666667,92045.38443364706,192278.0,232466.0,341317.0,388524.0,471885.0,12.0,53970233.333333336,18747224.474349853,21822960.0,42843127.75,54510910.0,59254348.0,93531569.0,12.0,20763778.75,4680845.617722005,15707630.0,16447119.0,20079813.5,23420038.25,28528180.0,12.0,124394.75,34440.417807425045,76046.0,106897.25,114470.5,133350.25,199169.0,12.0,58534.666666666664,11386.11250070839,35961.0,53491.5,58726.5,64776.0,76528.0,12.0,6894.948878801012,2737.183566954112,3961.1304347826085,4964.524703557312,5950.005244755244,7764.235294117647,12615.92857142857,12.0,2075.95144582836,509.30305941141296,1331.888888888889,1699.3500000000001,2043.3266787658804,2467.397727272727,3096.7916666666665,12.0,0.3973411764867276,0.10856322832654323,0.23175985674475771,0.32685568168826645,0.38597419225320045,0.44390354414657396,0.5935775168385289,12.0,0.18823652465152085,0.046585241974905205,0.12028766721180861,0.15675219522780803,0.18306078456307584,0.20562943475117818,0.27377856319771177,12.0,109347.08333333333,30631.96112636228,68613.0,91374.5,102135.5,117239.25,175065.0,12.0,15047.666666666666,4756.11539987937,7433.0,11463.5,14623.0,17951.25,24104.0,12.0,0.8788301472725103,0.02313163960047255,0.8344519220218719,0.86542929807127,0.8814771176904739,0.8889153232221401,0.9198687350835322,12.0,0.1211698527274897,0.023131639600472556,0.08013126491646778,0.11108467677785991,0.11852288230952615,0.13457070192873002,0.1655480779781281,12.0,18.916666666666668,3.6045005538110604,13.0,17.0,18.0,22.25,23.0,12.0,29.0,6.0603030227268935,22.0,23.75,28.5,31.25,40.0
exp_9_cellonly_np.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,271062.1666666667,62725.85105742917,192670.0,227880.5,252099.0,316166.0,406096.0,12.0,79097122.08333333,32783436.03443878,48434439.0,55755456.5,69267593.5,90271084.5,160325111.0,12.0,21927640.666666668,4390795.332017265,15377674.0,20091534.75,21749206.0,22746315.0,32318990.0,12.0,133817.08333333334,30574.78264684011,91591.0,113036.0,134930.5,145266.75,198726.0,12.0,65182.0,18813.923499752662,40684.0,56158.25,63992.0,70417.75,113908.0,12.0,8424.29214914987,2281.9455952378244,4657.5,7518.325000000001,8433.685606060606,9593.0125,11747.083333333334,12.0,2179.7296250895174,563.852833147089,1717.825,1848.2111244019138,1968.3383500557416,2220.8317391304345,3674.451612903226,12.0,0.5072993455629725,0.11794360186470715,0.3136484641849031,0.46413275248545577,0.48272116601451387,0.5898059113500191,0.6904481286503759,12.0,0.2554222815625187,0.10343724061213018,0.12932634844747348,0.18390860439762358,0.2504412388831503,0.299835507640276,0.4972281152056433,12.0,121727.25,27338.675827894942,86378.0,102869.25,122245.0,133352.75,178228.0,12.0,12089.833333333334,3830.360506017757,5213.0,10354.5,11668.0,13049.5,20498.0,12.0,0.9104335756011738,0.01626575714774547,0.884738085860575,0.8965910990807626,0.9112785466680715,0.9180858830112099,0.9430839274601216,12.0,0.08956642439882623,0.016265757147745474,0.05691607253987837,0.08191411698879011,0.08872145333192855,0.1034089009192374,0.11526191413942496,12.0,16.75,5.101247619232699,11.0,12.75,16.0,17.75,28.0,12.0,30.5,7.53778361444409,21.0,23.0,30.0,38.0,40.0
