,Filename,Scene ID,Total intensity LNP in entire img,Total intensity nucleus in entire img,Total intensity membrane in entire img,Intensity LNP in membrane mask,Intensity LNP in nucleus mask,Intensity LNP per membrane count,Intensity LNP per nucleus count,Frac intensity LNP in membrane mask over img,Frac intensity LNP in nucleus mask over img,Intensity LNP in membrane inner mask,Intensity LNP in membrane outer mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Membrane count,Nucleus count
84,exp_8_cellonly_CR.czi,0,236752,76593675,21478663,134080,61673,7887.058823529412,1762.0857142857142,0.5663310130431845,0.26049621544907753,123336,10744,0.9198687350835322,0.08013126491646778,17,35
85,exp_8_cellonly_CR.czi,1,335540,93531569,28528180,199169,65748,11715.823529411764,1643.7,0.5935775168385289,0.19594683197234308,175065,24104,0.8789771500584931,0.12102284994150696,17,40
86,exp_8_cellonly_CR.czi,2,381552,62295886,16521661,131296,45896,7723.294117647059,1529.8666666666666,0.3441103702771837,0.12028766721180861,113591,17705,0.8651520229100658,0.1348479770899342,17,30
87,exp_8_cellonly_CR.czi,3,192278,43209954,15707630,76046,35961,5849.692307692308,1331.888888888889,0.3955002652409532,0.18702607682626196,68613,7433,0.9022565289430082,0.09774347105699183,13,27
88,exp_8_cellonly_CR.czi,4,302116,58240502,17472669,113731,54143,4944.826086956522,2461.0454545454545,0.3764481192654477,0.17921262031802354,102428,11303,0.9006163666898207,0.09938363331017928,23,22
89,exp_8_cellonly_CR.czi,5,409440,55433796,18680964,176623,76528,12615.92857142857,2013.8947368421052,0.43137700273544355,0.18690894880812817,156314,20309,0.8850149753995799,0.11498502460042011,14,38
90,exp_8_cellonly_CR.czi,6,219557,51616453,24216908,105713,60110,4596.217391304348,2072.7586206896553,0.48148316837996513,0.27377856319771177,93507,12206,0.8845364335512189,0.11546356644878113,23,29
91,exp_8_cellonly_CR.czi,7,347094,55240796,22519315,115210,54702,6777.058823529412,2486.4545454545455,0.3319273741407227,0.15759995851267955,101843,13367,0.8839770853224547,0.11602291467754536,17,22
92,exp_8_cellonly_CR.czi,8,427117,34133536,16197177,133107,64452,6050.318181818182,2301.8571428571427,0.31164060433089763,0.15090010465516474,115207,17900,0.8655217231250047,0.1344782768749953,22,28
93,exp_8_cellonly_CR.czi,9,219608,41742649,28464270,91106,51537,3961.1304347826085,1717.9,0.41485738224472696,0.2346772430876835,79589,11517,0.8735868109674445,0.1264131890325555,23,30
94,exp_8_cellonly_CR.czi,10,371148,53781024,23154415,107292,57343,5646.9473684210525,2493.1739130434785,0.2890814445989201,0.15450170821343506,91413,15879,0.8520020131976289,0.1479979868023711,19,23
95,exp_8_cellonly_CR.czi,11,471885,21822960,16223493,109364,74323,4971.090909090909,3096.7916666666665,0.23175985674475771,0.15750235756593237,91259,18105,0.8344519220218719,0.1655480779781281,22,24
96,exp_9_cellonly_np.czi,0,194888,59885672,20349797,119801,70111,4991.708333333333,1845.0263157894738,0.6147171708878946,0.3597502155083946,109410,10391,0.9132644969574545,0.08673550304254556,24,38
97,exp_9_cellonly_np.czi,1,249012,86675153,23176107,139451,68084,8203.0,1791.6842105263158,0.5600171879266863,0.2734165421746743,127821,11630,0.9166015302866239,0.08339846971337603,17,38
98,exp_9_cellonly_np.czi,2,323802,50714951,16834842,101560,45749,6347.5,1989.0869565217392,0.3136484641849031,0.1412869593146429,89854,11706,0.884738085860575,0.11526191413942496,16,23
99,exp_9_cellonly_np.czi,3,229086,48434439,32318990,158172,113908,7908.6,3674.451612903226,0.6904481286503759,0.4972281152056433,141251,16921,0.8930215208760084,0.10697847912399161,20,31
100,exp_9_cellonly_np.czi,4,192670,57435625,21983784,91591,49811,8326.454545454546,2165.695652173913,0.4753775886230342,0.2585301292365184,86378,5213,0.9430839274601216,0.05691607253987837,11,23
101,exp_9_cellonly_np.czi,5,320912,84964490,26547914,139939,59900,9329.266666666666,2852.3809523809523,0.4360665852320885,0.1866555317345565,127668,12271,0.9123117929955195,0.08768820700448052,15,21
102,exp_9_cellonly_np.czi,6,224264,70398196,21514628,130410,68713,4657.5,1717.825,0.5815021581707274,0.3063933578282738,116822,13588,0.8958055363852465,0.10419446361475347,28,40
103,exp_9_cellonly_np.czi,7,246154,68136991,19316748,116551,59656,8965.461538461539,2386.24,0.47348814156991154,0.24235234852978216,106090,10461,0.9102453003406235,0.08975469965937659,13,25
104,exp_9_cellonly_np.czi,8,314584,50023239,15377674,102491,40684,8540.916666666666,1849.2727272727273,0.32579851486407446,0.12932634844747348,93207,9284,0.9094164365651618,0.09058356343483819,12,22
105,exp_9_cellonly_np.czi,9,255186,101058879,22586104,166148,75956,10384.25,1947.5897435897436,0.6510858746169461,0.2976495575776101,153278,12870,0.9225389411849676,0.07746105881503237,16,39
106,exp_9_cellonly_np.czi,10,296092,111112719,20522049,140965,58274,11747.083333333334,2009.448275862069,0.47608513570106586,0.19681045080583062,130720,10245,0.9273223849891817,0.07267761501081829,12,29
107,exp_9_cellonly_np.czi,11,406096,160325111,22603051,198726,71338,11689.764705882353,1928.054054054054,0.4893571963279619,0.1756678223868248,178228,20498,0.8968529533126013,0.10314704668739873,17,37
108,exp_10_LNP_np.czi,0,2075927,52272598,13883261,796717,389987,33196.541666666664,10540.18918918919,0.3837885436241255,0.1878616155577725,708532,88185,0.8893145244798342,0.11068547552016587,24,37
109,exp_10_LNP_np.czi,1,1690169,7946635,4846405,82049,47670,41024.5,23835.0,0.04854484965704613,0.028204280163699608,73409,8640,0.8946970712622945,0.10530292873770551,2,2
110,exp_10_LNP_np.czi,2,2494414,35160788,13974597,1241780,726663,62089.0,22708.21875,0.4978243387023966,0.29131611673122426,1115944,125836,0.898664819855369,0.1013351801446311,20,32
111,exp_10_LNP_np.czi,3,2961729,44039090,27321652,1268838,1001100,60420.857142857145,25669.23076923077,0.4284112422169618,0.3380120193306005,1136419,132419,0.895637583363676,0.10436241663632394,21,39
112,exp_10_LNP_np.czi,4,2104069,32938744,23064303,683680,399959,48834.28571428572,16664.958333333332,0.32493230972938625,0.19008834786311665,622619,61061,0.9106877486543412,0.08931225134565879,14,24
113,exp_10_LNP_np.czi,5,1746749,42732714,24826888,414445,269063,23024.722222222223,12230.136363636364,0.2372664876293045,0.15403644141201742,347500,66945,0.838470725910555,0.16152927408944492,18,22
114,exp_10_LNP_np.czi,6,2854519,50521848,29610032,1553690,972331,86316.11111111111,34726.107142857145,0.5442913499612368,0.3406286663357294,1352944,200746,0.8707940451441407,0.12920595485585928,18,28
115,exp_10_LNP_np.czi,7,2356888,65960440,25327426,1025103,535910,64068.9375,24359.545454545456,0.43493920797254687,0.2273803422139703,949797,75306,0.9265381137310105,0.07346188626898956,16,22
116,exp_10_LNP_np.czi,8,2717156,65766388,26963360,1419466,853906,50695.21428571428,24397.314285714285,0.5224087244162646,0.3142646208020445,1226127,193339,0.8637945537265422,0.13620544627345776,28,35
117,exp_10_LNP_np.czi,9,2881560,73673793,20407894,1458501,758899,81027.83333333333,29188.423076923078,0.5061497938616583,0.26336394175377226,1343032,115469,0.9208303593895376,0.07916964061046239,18,26
118,exp_10_LNP_np.czi,10,3034809,106714354,26431210,1557758,800287,97359.875,27596.103448275862,0.5132968829339837,0.263702592156541,1438439,119319,0.9234033784451757,0.0765966215548243,16,29
119,exp_10_LNP_np.czi,11,2495349,50708201,16421587,952747,478262,39697.791666666664,15942.066666666668,0.3818091176825366,0.19166136680680737,828619,124128,0.8697156747803981,0.13028432521960184,24,30
120,exp_11_LNP_VTN.czi,0,7231688,32844959,29162688,5286228,3282094,293679.3333333333,96532.17647058824,0.7309812038351212,0.4538489492356418,4582550,703678,0.8668846671010029,0.13311533289899716,18,34
121,exp_11_LNP_VTN.czi,1,6631680,33974452,22648297,4528208,2229339,301880.5333333333,111466.95,0.6828146110789423,0.33616504415170817,3952564,575644,0.8728759809620052,0.12712401903799472,15,20
122,exp_11_LNP_VTN.czi,2,4425920,16290159,13580439,1736259,938617,96458.83333333333,44696.04761904762,0.39229335369821416,0.2120727441978165,1355762,380497,0.7808523958695103,0.21914760413048975,18,21
123,exp_11_LNP_VTN.czi,3,6649388,29634291,31056112,4638310,2633207,421664.54545454547,114487.26086956522,0.6975544215497727,0.396007422036434,4012671,625639,0.8651148802042123,0.13488511979578768,11,23
124,exp_11_LNP_VTN.czi,4,4022479,24618574,14613423,1619304,1026296,134942.0,93299.63636363637,0.4025636926880165,0.2551401759959468,1287458,331846,0.7950687455845228,0.20493125441547727,12,11
125,exp_11_LNP_VTN.czi,5,5367007,24079363,20009042,3256750,2229661,148034.0909090909,89186.44,0.6068093445751049,0.4154384371028396,2632473,624277,0.8083128886159515,0.1916871113840485,22,25
126,exp_11_LNP_VTN.czi,6,6900204,37830675,27869901,4872157,2832078,232007.47619047618,104891.77777777778,0.7060888344750387,0.41043395238749464,4319403,552754,0.8865484014575064,0.1134515985424936,21,27
127,exp_11_LNP_VTN.czi,7,5967831,26029551,19703016,3611663,1997019,257975.92857142858,142644.2142857143,0.60518855175356,0.33463062208028344,3023758,587905,0.8372204161905471,0.16277958380945287,14,14
128,exp_11_LNP_VTN.czi,8,6314825,28133990,20005143,3935431,2311417,187401.47619047618,92456.68,0.623205076941958,0.3660302542034023,3256219,679212,0.8274110256284508,0.17258897437154913,21,25
129,exp_11_LNP_VTN.czi,9,7519311,47445626,27417629,5386005,3013452,299222.5,111609.33333333333,0.7162896972874243,0.4007617187266227,4725273,660732,0.8773242876677612,0.12267571233223883,18,27
130,exp_11_LNP_VTN.czi,10,6800016,45820078,23091901,4260148,2179033,266259.25,94740.56521739131,0.626490878844991,0.32044527542288137,3681264,578884,0.8641164579258749,0.13588354207412512,16,23
131,exp_11_LNP_VTN.czi,11,5834455,26336153,16622277,3158695,1962062,150414.04761904763,81752.58333333333,0.5413864705443782,0.33628882217790695,2480006,678689,0.7851362667177426,0.21486373328225739,21,24
