,Filename,Scene ID,Total LNP intensity in entire img,Total lysosome intensity in entire img,Total nucleus intensity in entire img,LNP intensity in nucleus mask,LNP intensity in lysosome mask,LNP intensity in lysosome mask per nucleus count,Frac LNP intensity in lysosome mask over LNP intensity in nucleus mask,Frac LNP intensity in lysosome mask over total LNP intensity,Lysosome mask count,Nucleus count
250,exp21_A2M.czi,10,44571,2506704,754195,0,0,,,0.0,0,0
251,exp21_A2M.czi,11,75348,2628468,691403,0,0,,,0.0,0,0
252,exp22_CR.czi,0,63306,7341351,28678616,6564,947,47.35,0.1442717854966483,0.01495908760623,265,20
253,exp22_CR.czi,1,64806,7665810,27040311,6559,2265,113.25,0.3453270315596889,0.0349504675493009,428,20
254,exp22_CR.czi,2,92619,8132027,31164546,9586,1680,80.0,0.1752555810557062,0.0181388268065947,474,21
255,exp22_CR.czi,3,54233,6683855,25880353,5818,469,23.45,0.0806118941216913,0.0086478712223185,299,20
256,exp22_CR.czi,4,76698,9585310,29168510,7708,6531,283.95652173913044,0.8473015049299429,0.0851521552061331,899,23
257,exp22_CR.czi,5,55570,3603231,5228947,1266,224,37.333333333333336,0.1769352290679305,0.0040309519524923,101,6
258,exp22_CR.czi,6,82648,7110346,42973119,15303,401,16.04,0.0262040122851728,0.0048519020423966,192,25
259,exp22_CR.czi,7,86243,6476564,30713061,10775,670,37.22222222222222,0.0621809744779582,0.0077687464489871,206,18
260,exp22_CR.czi,8,65660,4140707,10441783,4539,241,30.125,0.0530953954615554,0.0036704233932378,98,8
261,exp22_CR.czi,9,49985,4805401,20668484,5100,161,14.636363636363637,0.0315686274509803,0.0032209662898869,65,11
262,exp22_CR.czi,10,81032,9370412,52290657,12818,1044,33.67741935483871,0.0814479638009049,0.0128837989929904,626,31
263,exp22_CR.czi,11,67281,3773790,6902076,2606,288,72.0,0.1105141980046047,0.004280554688545,86,4
