,Filename,Scene ID,Total intensity LNP in entire img,Total intensity nucleus in entire img,Total intensity membrane in entire img,Intensity LNP in membrane mask,Intensity LNP in nucleus mask,Intensity LNP per membrane count,Intensity LNP per nucleus count,Frac intensity LNP in membrane mask over img,Frac intensity LNP in nucleus mask over img,Intensity LNP in membrane inner mask,Intensity LNP in membrane outer mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Membrane count,Nucleus count
63,exp_6_cellonly_A2M.czi,3,208700,61481507,27043281,105866,61049,6227.411764705882,1907.78125,0.5072640153330139,0.29252036415908,95734,10132,0.9042941076455141,0.09570589235448586,17,32
64,exp_6_cellonly_A2M.czi,4,297428,67770188,21868966,112990,57246,7061.875,2044.5,0.3798902591551569,0.1924701104132765,97843,15147,0.8659438888397203,0.13405611116027968,16,28
65,exp_6_cellonly_A2M.czi,5,428902,51531504,17007746,134606,82555,4985.407407407408,2428.0882352941176,0.31383859249898577,0.19247986719576965,110590,24016,0.8215829903570421,0.17841700964295798,27,34
66,exp_6_cellonly_A2M.czi,6,237649,69320312,26524140,97450,54122,4236.95652173913,1424.2631578947369,0.41005853170011236,0.22773922886273454,81372,16078,0.8350128270908158,0.1649871729091842,23,38
67,exp_6_cellonly_A2M.czi,7,342162,35888834,18544645,84672,54336,4032.0,2173.44,0.2474617286548477,0.15880197099619478,66998,17674,0.7912651171579743,0.2087348828420257,21,25
68,exp_6_cellonly_A2M.czi,8,428140,39243800,18173373,117045,71756,4681.8,1993.2222222222222,0.27338020273742236,0.16759938337926847,95236,21809,0.8136699559998292,0.18633004400017086,25,36
69,exp_6_cellonly_A2M.czi,9,225520,43938837,18841046,66076,39543,6006.909090909091,1797.409090909091,0.29299396949272793,0.17534143313231643,56592,9484,0.8564683092196864,0.14353169078031358,11,22
70,exp_6_cellonly_A2M.czi,10,347900,46793437,25511327,93870,48270,5866.875,2098.695652173913,0.2698189134808853,0.13874676631215865,81256,12614,0.8656226696495153,0.1343773303504847,16,23
71,exp_6_cellonly_A2M.czi,11,473804,17086105,11975012,68458,43923,3422.9,1909.695652173913,0.14448590556432617,0.09270288980253438,54781,13677,0.8002132694498817,0.1997867305501183,20,23
72,exp_7_LNP_CR.czi,0,3511068,93213379,20993968,1690355,1128594,88966.05263157895,29699.842105263157,0.48143613282340303,0.3214389467820048,1380211,310144,0.8165213816032727,0.18347861839672733,19,38
73,exp_7_LNP_CR.czi,1,3119460,100086332,18247201,1237744,642878,61887.2,24726.076923076922,0.3967814942329762,0.20608630981003123,1071515,166229,0.865700015512093,0.13429998448790703,20,26
74,exp_7_LNP_CR.czi,2,3420860,59964721,12560640,1098106,582377,61005.88888888889,22399.115384615383,0.3210029057020749,0.170242862905819,922834,175272,0.8403869936053532,0.1596130063946468,18,26
75,exp_7_LNP_CR.czi,3,3196746,61171131,23314506,1106084,831112,46086.833333333336,25185.21212121212,0.3460030918940698,0.259986874152654,876524,229560,0.7924569924164891,0.20754300758351082,24,33
76,exp_7_LNP_CR.czi,4,2720375,71182961,22968920,549655,492634,28929.21052631579,19705.36,0.20205118779580022,0.1810904746588246,422660,126995,0.7689550718177766,0.23104492818222339,19,25
77,exp_7_LNP_CR.czi,5,2406112,51358885,15781506,658934,437738,41183.375,19897.18181818182,0.2738584072561876,0.1819275245707598,527894,131040,0.8011333456765017,0.19886665432349826,16,22
78,exp_7_LNP_CR.czi,6,3265441,51337354,20273030,778806,872859,40989.78947368421,26450.272727272728,0.23849948598060722,0.26730202750562637,644339,134467,0.8273421108722839,0.172657889127716,19,33
79,exp_7_LNP_CR.czi,7,2523553,52159324,16855809,520973,309704,43414.416666666664,16300.21052631579,0.20644424745586876,0.12272537965321116,445699,75274,0.8555126657235596,0.14448733427644042,12,19
80,exp_7_LNP_CR.czi,8,2253021,28868995,14603550,481077,413933,26726.5,19711.095238095237,0.21352530668821995,0.18372354274549593,384884,96193,0.8000465621927467,0.1999534378072533,18,21
81,exp_7_LNP_CR.czi,9,3308817,33956718,25101336,1174411,1000181,69083.0,41674.208333333336,0.3549338026249261,0.30227752093875243,942425,231986,0.8024660872556542,0.1975339127443459,17,24
82,exp_7_LNP_CR.czi,10,2525645,31540655,21257869,466069,460578,24529.947368421053,28786.125,0.1845346436256877,0.18236054552401465,377309,88760,0.809556095771227,0.190443904228773,19,16
83,exp_7_LNP_CR.czi,11,2352369,11075694,12640753,521343,503132,30667.235294117647,20125.28,0.22162466857878166,0.21388311102552363,452043,69300,0.8670740759921971,0.13292592400780293,17,25
84,exp_8_cellonly_CR.czi,0,236752,76593675,21478663,104436,61673,3729.8571428571427,1762.0857142857142,0.4411198215854565,0.26049621544907753,87169,17267,0.8346642920065878,0.16533570799341224,28,35
85,exp_8_cellonly_CR.czi,1,335540,93531569,28528180,149898,65748,6813.545454545455,1643.7,0.44673660368361445,0.19594683197234308,124391,25507,0.8298376229169169,0.17016237708308316,22,40
86,exp_8_cellonly_CR.czi,2,381552,62295886,16521661,113531,45896,5676.55,1529.8666666666666,0.29755053046504804,0.12028766721180861,94321,19210,0.8307951132289859,0.16920488677101408,20,30
87,exp_8_cellonly_CR.czi,3,192278,43209954,15707630,66124,35961,4723.142857142857,1331.888888888889,0.3438978978354258,0.18702607682626196,54962,11162,0.8311959349101687,0.16880406508983123,14,27
88,exp_8_cellonly_CR.czi,4,302116,58240502,17472669,104119,54143,4958.047619047619,2461.0454545454545,0.3446325252552,0.17921262031802354,91248,12871,0.8763818323264726,0.1236181676735274,21,22
89,exp_8_cellonly_CR.czi,5,409440,55433796,18680964,161111,76528,10069.4375,2013.8947368421052,0.393491109808519,0.18690894880812817,135386,25725,0.8403274760879146,0.15967252391208545,16,38
90,exp_8_cellonly_CR.czi,6,219557,51616453,24216908,96927,60110,4038.625,2072.7586206896553,0.4414662251715955,0.27377856319771177,79644,17283,0.8216905506205702,0.17830944937942989,24,29
91,exp_8_cellonly_CR.czi,7,347094,55240796,22519315,105235,54702,5846.388888888889,2486.4545454545455,0.30318876154586366,0.15759995851267955,87854,17381,0.8348363187152563,0.16516368128474368,18,22
92,exp_8_cellonly_CR.czi,8,427117,34133536,16197177,121111,64452,5265.695652173913,2301.8571428571427,0.2835546232062877,0.15090010465516474,101120,19991,0.8349365458133448,0.16506345418665522,23,28
93,exp_8_cellonly_CR.czi,9,219608,41742649,28464270,83193,51537,3617.086956521739,1717.9,0.3788249972678591,0.2346772430876835,69816,13377,0.8392052215931629,0.16079477840683712,23,30
94,exp_8_cellonly_CR.czi,10,371148,53781024,23154415,85329,57343,4740.5,2493.1739130434785,0.22990559022276827,0.15450170821343506,66511,18818,0.779465363475489,0.22053463652451102,18,23
95,exp_8_cellonly_CR.czi,11,471885,21822960,16223493,103727,74323,4714.863636363636,3096.7916666666665,0.21981414963391505,0.15750235756593237,84491,19236,0.8145516596450297,0.18544834035497026,22,24
96,exp_9_cellonly_np.czi,0,194888,59885672,20349797,92961,70111,3443.0,1845.0263157894738,0.4769970444563031,0.3597502155083946,77206,15755,0.8305203257279935,0.16947967427200655,27,38
97,exp_9_cellonly_np.czi,1,249012,86675153,23176107,117564,68084,5111.478260869565,1791.6842105263158,0.47212182545419495,0.2734165421746743,98162,19402,0.8349664863393556,0.16503351366064442,23,38
98,exp_9_cellonly_np.czi,2,323802,50714951,16834842,88241,45749,5515.0625,1989.0869565217392,0.27251530256144185,0.1412869593146429,74380,13861,0.842918824582677,0.15708117541732303,16,23
99,exp_9_cellonly_np.czi,3,229086,48434439,32318990,114975,113908,3964.655172413793,3674.451612903226,0.5018857546947435,0.4972281152056433,92543,22432,0.8048967166775386,0.1951032833224614,29,31
100,exp_9_cellonly_np.czi,4,192670,57435625,21983784,82343,49811,6334.076923076923,2165.695652173913,0.4273784190584938,0.2585301292365184,74765,7578,0.9079703192742552,0.09202968072574474,13,23
101,exp_9_cellonly_np.czi,5,320912,84964490,26547914,125621,59900,8374.733333333334,2852.3809523809523,0.39144999252131424,0.1866555317345565,109666,15955,0.872990980807349,0.12700901919265092,15,21
102,exp_9_cellonly_np.czi,6,224264,70398196,21514628,106919,68713,3818.535714285714,1717.825,0.47675507437662756,0.3063933578282738,84994,21925,0.7949382242632274,0.2050617757367727,28,40
103,exp_9_cellonly_np.czi,7,246154,68136991,19316748,100895,59656,6726.333333333333,2386.24,0.40988568132144915,0.24235234852978216,85166,15729,0.8441052579414242,0.15589474205857576,15,25
104,exp_9_cellonly_np.czi,8,314584,50023239,15377674,94536,40684,6752.571428571428,1849.2727272727273,0.3005111512346464,0.12932634844747348,83125,11411,0.8792946602352543,0.1207053397647457,14,22
105,exp_9_cellonly_np.czi,9,255186,101058879,22586104,140889,75956,5870.375,1947.5897435897436,0.5521031718040958,0.2976495575776101,116071,24818,0.8238471420763864,0.17615285792361363,24,39
106,exp_9_cellonly_np.czi,10,296092,111112719,20522049,120052,58274,7503.25,2009.448275862069,0.40545506126474207,0.19681045080583062,104245,15807,0.8683320561090194,0.13166794389098058,16,29
107,exp_9_cellonly_np.czi,11,406096,160325111,22603051,160224,71338,7282.909090909091,1928.054054054054,0.39454710216303535,0.1756678223868248,134123,26101,0.8370968144597564,0.16290318554024366,22,37
108,exp_10_LNP_np.czi,0,2075927,52272598,13883261,702016,389987,30522.434782608696,10540.18918918919,0.33816988747677545,0.1878616155577725,582934,119082,0.8303713875467226,0.16962861245327743,23,37
109,exp_10_LNP_np.czi,1,1690169,7946635,4846405,77088,47670,38544.0,23835.0,0.04560964021941001,0.028204280163699608,64934,12154,0.8423360315483603,0.15766396845163969,2,2
110,exp_10_LNP_np.czi,2,2494414,35160788,13974597,1195241,726663,59762.05,22708.21875,0.4791670508584381,0.29131611673122426,1042164,153077,0.8719279208126227,0.12807207918737729,20,32
111,exp_10_LNP_np.czi,3,2961729,44039090,27321652,1124423,1001100,44976.92,25669.23076923077,0.37965087285163496,0.3380120193306005,942804,181619,0.8384780460734084,0.1615219539265917,25,39
112,exp_10_LNP_np.czi,4,2104069,32938744,23064303,633915,399959,45279.642857142855,16664.958333333332,0.30128051884230034,0.19008834786311665,554797,79118,0.8751914688877847,0.12480853111221536,14,24
113,exp_10_LNP_np.czi,5,1746749,42732714,24826888,371882,269063,19572.736842105263,12230.136363636364,0.21289950645456215,0.15403644141201742,289073,82809,0.7773245276727564,0.22267547232724358,19,22
114,exp_10_LNP_np.czi,6,2854519,50521848,29610032,1214500,972331,60725.0,34726.107142857145,0.42546572644988523,0.3406286663357294,962835,251665,0.7927830382873611,0.20721696171263895,20,28
115,exp_10_LNP_np.czi,7,2356888,65960440,25327426,940111,535910,55300.64705882353,24359.545454545456,0.398878096880293,0.2273803422139703,832948,107163,0.88601026900015,0.11398973099985002,17,22
116,exp_10_LNP_np.czi,8,2717156,65766388,26963360,1172125,853906,40418.10344827586,24397.314285714285,0.4313793540010217,0.3142646208020445,962590,209535,0.82123493654687,0.17876506345313,29,35
117,exp_10_LNP_np.czi,9,2881560,73673793,20407894,1244207,758899,69122.61111111111,29188.423076923078,0.43178243729091187,0.26336394175377226,1079333,164874,0.8674866802710481,0.13251331972895186,18,26
118,exp_10_LNP_np.czi,10,3034809,106714354,26431210,1369677,800287,62258.045454545456,27596.103448275862,0.45132230726876055,0.263702592156541,1173063,196614,0.8564522876561408,0.14354771234385919,22,29
119,exp_10_LNP_np.czi,11,2495349,50708201,16421587,861708,478262,37465.565217391304,15942.066666666668,0.3453256438277772,0.19166136680680737,711002,150706,0.8251078091418439,0.17489219085815613,23,30
120,exp_11_LNP_VTN.czi,0,7231688,32844959,29162688,4921170,3282094,259008.94736842104,96532.17647058824,0.6805008733783869,0.4538489492356418,4009178,911992,0.8146798423952027,0.18532015760479723,19,34
121,exp_11_LNP_VTN.czi,1,6631680,33974452,22648297,4265235,2229339,284349.0,111466.95,0.6431605566010423,0.33616504415170817,3411523,853712,0.7998440883093194,0.2001559116906806,15,20
122,exp_11_LNP_VTN.czi,2,4425920,16290159,13580439,1615545,938617,100971.5625,44696.04761904762,0.3650190242932543,0.2120727441978165,1179597,435948,0.7301542204024029,0.2698457795975971,16,21
123,exp_11_LNP_VTN.czi,3,6649388,29634291,31056112,4192438,2633207,349369.8333333333,114487.26086956522,0.6304998294579892,0.396007422036434,3446318,746120,0.8220319537223926,0.17796804627760746,12,23
124,exp_11_LNP_VTN.czi,4,4022479,24618574,14613423,905587,1026296,90558.7,93299.63636363637,0.22513156687704275,0.2551401759959468,662034,243553,0.7310551056938759,0.2689448943061241,10,11
125,exp_11_LNP_VTN.czi,5,5367007,24079363,20009042,2731645,2229661,124165.68181818182,89186.44,0.5089698970021839,0.4154384371028396,1979518,752127,0.7246615134836335,0.2753384865163665,22,25
126,exp_11_LNP_VTN.czi,6,6900204,37830675,27869901,4557869,2832078,253214.94444444444,104891.77777777778,0.6605411955936376,0.41043395238749464,3768940,788929,0.8269083644132817,0.17309163558671828,18,27
127,exp_11_LNP_VTN.czi,7,5967831,26029551,19703016,3385821,1997019,260447.76923076922,142644.2142857143,0.5673453219436007,0.33463062208028344,2598807,787014,0.7675559339965108,0.23244406600348927,13,14
128,exp_11_LNP_VTN.czi,8,6314825,28133990,20005143,3512126,2311417,152701.13043478262,92456.68,0.5561715486969155,0.3660302542034023,2644267,867859,0.7528963938081948,0.2471036061918052,23,25
129,exp_11_LNP_VTN.czi,9,7519311,47445626,27417629,4979294,3013452,292899.64705882355,111609.33333333333,0.6622008319645244,0.4007617187266227,3957416,1021878,0.7947745202432313,0.20522547975676872,17,27
130,exp_11_LNP_VTN.czi,10,6800016,45820078,23091901,4009701,2179033,267313.4,94740.56521739131,0.5896605243281781,0.32044527542288137,3203321,806380,0.7988927353934869,0.20110726460651304,15,23
131,exp_11_LNP_VTN.czi,11,5834455,26336153,16622277,2878790,1962062,137085.2380952381,81752.58333333333,0.49341198106764045,0.33628882217790695,2074345,804445,0.72056141642843,0.27943858357157,21,24
132,exp_12_LNP_A2M.czi,0,2808397,57896844,26735065,1327633,780405,57723.17391304348,21677.916666666668,0.47273693854536947,0.277882720997067,1127382,200251,0.8491669007926136,0.15083309920738638,23,36
133,exp_12_LNP_A2M.czi,1,2914024,96081475,34700187,1407770,922273,61207.391304347824,38428.041666666664,0.4831017177621049,0.31649464795073756,1138038,269732,0.8083976785980664,0.19160232140193356,23,24
134,exp_12_LNP_A2M.czi,2,2340452,56551632,17437805,628701,317655,31435.05,11765.0,0.26862375301864766,0.13572378326921467,496739,131962,0.7901037218009833,0.2098962781990167,20,27
