,Filename,Scene ID,Total intensity LNP in entire img,Total intensity nucleus in entire img,Total intensity membrane in entire img,Intensity LNP in membrane mask,Intensity LNP in nucleus mask,Intensity LNP per membrane count,Intensity LNP per nucleus count,Frac intensity LNP in membrane mask over img,Frac intensity LNP in nucleus mask over img,Intensity LNP in membrane inner mask,Intensity LNP in membrane outer mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Membrane count,Nucleus count
135,exp_12_LNP_A2M.czi,3,2565274,57416351,26360770,993111,661183,49655.55,25430.115384615383,0.38713642285385497,0.2577436172510227,809577,183534,0.8151928636375995,0.18480713636240056,20,26
136,exp_12_LNP_A2M.czi,4,2683677,56217161,22738291,1035174,571320,54482.84210526316,24840.0,0.38572972827952096,0.2128870203083307,843656,191518,0.814989557311138,0.18501044268886196,19,23
137,exp_12_LNP_A2M.czi,5,2426975,46023270,22145088,889062,556611,37044.25,17394.09375,0.3663251578611234,0.22934352434615107,712980,176082,0.8019463209539942,0.1980536790460058,24,32
138,exp_12_LNP_A2M.czi,6,2124133,61736949,33904879,749962,517393,34089.181818181816,16168.53125,0.3530673455946497,0.24357843882657065,607791,142171,0.8104290617391281,0.18957093826087187,22,32
139,exp_12_LNP_A2M.czi,7,2476769,93165260,31074797,926404,543867,46320.2,16995.84375,0.3740373042459753,0.21958729296111185,749591,176813,0.809140504574678,0.190859495425322,20,32
140,exp_12_LNP_A2M.czi,8,1850518,34174332,23896534,521977,345750,30704.529411764706,14406.25,0.2820707499197522,0.186839576810385,424628,97349,0.8134994453778615,0.18650055462213852,17,24
141,exp_12_LNP_A2M.czi,9,2673078,82446914,27306955,1058391,600502,48108.681818181816,26108.782608695652,0.39594467501509495,0.22464813971010197,876436,181955,0.8280833831731373,0.17191661682686266,22,23
142,exp_12_LNP_A2M.czi,10,3246198,127019509,25506617,1319482,643015,59976.454545454544,20094.21875,0.406469968868196,0.19808249527601213,1090898,228584,0.826762320365113,0.17323767963488704,22,32
143,exp_12_LNP_A2M.czi,11,2462286,55115498,19975326,876670,511006,51568.82352941176,25550.3,0.3560390628870895,0.2075331622727823,745200,131470,0.8500347907422405,0.14996520925775947,17,20
144,exp_13_LNP_CR.czi,0,3087681,47646569,20191133,955485,683762,45499.28571428572,24420.071428571428,0.30945068483434657,0.22144839444230152,804349,151136,0.8418227392371413,0.15817726076285865,21,28
145,exp_13_LNP_CR.czi,1,3362347,39505073,24361279,1007618,784821,55978.77777777778,43601.166666666664,0.29967698158458955,0.23341463566966764,753476,254142,0.7477794164058205,0.25222058359417954,18,18
146,exp_13_LNP_CR.czi,2,2938252,30749894,18246236,574342,683080,31907.88888888889,28461.666666666668,0.19547064036712986,0.23247835788080803,422316,152026,0.7353040522894024,0.2646959477105975,18,24
147,exp_13_LNP_CR.czi,3,3230689,53452684,28174289,1229746,785595,53467.217391304344,29096.11111111111,0.3806451193537973,0.2431663957750189,1014339,215407,0.824836185683873,0.17516381431612707,23,27
148,exp_13_LNP_CR.czi,4,3338863,61053450,30152415,1363604,786176,75755.77777777778,31447.04,0.4084036991035571,0.23546219177007263,1131188,232416,0.8295575548326347,0.17044244516736531,18,25
149,exp_13_LNP_CR.czi,5,3940638,48530975,25392574,1328281,1222142,66414.05,48885.68,0.337072575557562,0.3101381045404323,889485,438796,0.669651225907771,0.33034877409222896,20,25
150,exp_13_LNP_CR.czi,6,3134996,51486083,37025719,1128454,804566,59392.31578947369,32182.64,0.35995388829842206,0.2566401998599041,924046,204408,0.8188601396246546,0.18113986037534538,19,25
151,exp_13_LNP_CR.czi,7,2633374,97345015,40976437,938517,578734,46925.85,21434.59259259259,0.3563933569633482,0.2197690111621061,774293,164224,0.8250175542904391,0.17498244570956092,20,27
152,exp_13_LNP_CR.czi,8,2406759,27164195,21274793,545235,474623,25963.571428571428,23731.15,0.22654324757900562,0.19720420698541066,424103,121132,0.7778352453529213,0.22216475464707877,21,20
153,exp_13_LNP_CR.czi,9,3743538,63015582,21860324,1258607,1098734,57209.40909090909,40693.851851851854,0.3362078867638047,0.29350149510970636,1026070,232537,0.8152425657890032,0.18475743421099677,22,27
154,exp_13_LNP_CR.czi,10,3360654,100667445,31150348,1219492,962551,55431.454545454544,31050.032258064515,0.3628734169004009,0.28641776273308706,939447,280045,0.7703592971499608,0.2296407028500392,22,31
155,exp_13_LNP_CR.czi,11,3027925,74271041,21308998,703168,698842,35158.4,20554.176470588234,0.23222768067240768,0.23079897949916198,540370,162798,0.7684792254482571,0.23152077455174297,20,34
156,exp_14_cellonly_np.czi,0,182506,37434459,17628529,67778,43981,3080.818181818182,1570.75,0.3713740918106802,0.24098385806494033,56003,11775,0.8262710614063561,0.17372893859364397,22,28
157,exp_14_cellonly_np.czi,1,239542,42260041,17434142,56177,24982,4012.6428571428573,1387.888888888889,0.23451837256097052,0.10429068806305367,47907,8270,0.8527867276643466,0.14721327233565337,14,18
158,exp_14_cellonly_np.czi,2,441682,31995739,18817827,103513,83646,4140.52,2788.2,0.23436092030012542,0.18938059508877428,81187,22326,0.7843169456976419,0.21568305430235815,25,30
159,exp_14_cellonly_np.czi,3,226451,79664821,31529291,100464,65829,4784.0,1567.357142857143,0.4436456451947662,0.2906986500390813,82954,17510,0.8257087115782767,0.1742912884217232,21,42
160,exp_14_cellonly_np.czi,4,291128,53881916,20155633,78795,38781,4924.6875,2281.235294117647,0.2706541452556951,0.1332094473908384,63602,15193,0.8071831969033568,0.19281680309664317,16,17
161,exp_14_cellonly_np.czi,5,406274,48236185,19810796,99479,60141,4521.772727272727,1822.4545454545455,0.2448569192220029,0.14803063942068653,74736,24743,0.7512741382603364,0.24872586173966366,22,33
162,exp_14_cellonly_np.czi,6,197404,44092224,20321831,59536,34835,4252.571428571428,1935.2777777777778,0.30159469919555837,0.17646552248181394,50098,9438,0.8414740661112604,0.1585259338887396,14,18
163,exp_14_cellonly_np.czi,7,309582,84856209,31436352,128296,63103,7546.823529411765,2337.1481481481483,0.4144168588613033,0.20383291018211652,109362,18934,0.852419405125647,0.14758059487435307,17,27
164,exp_14_cellonly_np.czi,8,387398,39238186,16657230,94348,48611,6739.142857142857,2113.521739130435,0.24354281643168008,0.12548077171281213,75508,18840,0.8003137321405859,0.1996862678594141,14,23
165,exp_14_cellonly_np.czi,9,256113,85996323,33414310,113144,78311,5142.909090909091,2610.366666666667,0.44177374830641164,0.3057673761191349,93630,19514,0.8275295199038394,0.17247048009616064,22,30
166,exp_14_cellonly_np.czi,10,397264,119011028,28465413,140995,75209,7833.055555555556,3008.36,0.354915119416811,0.18931743122961053,120267,20728,0.8529876945990993,0.14701230540090074,18,25
167,exp_14_cellonly_np.czi,11,473377,72471388,18704595,113786,61486,6321.444444444444,2459.44,0.24037078269539922,0.12988801737304517,92470,21316,0.8126658815671524,0.1873341184328476,18,25
168,exp_15_LNP_np.czi,0,2483121,37767153,38916643,1001392,949907,41724.666666666664,36534.88461538462,0.4032795824287258,0.38254559483810896,801057,200335,0.7999434786776807,0.20005652132231933,24,26
169,exp_15_LNP_np.czi,1,1911283,38086752,30407631,508937,375002,28274.277777777777,19736.947368421053,0.2662802944409593,0.19620432976173596,360545,148392,0.7084275656908419,0.29157243430915813,18,19
170,exp_15_LNP_np.czi,2,1583479,42109914,29376097,389590,296297,19479.5,11396.038461538461,0.246034206958223,0.18711773253702765,320697,68893,0.823165378988167,0.17683462101183295,20,26
171,exp_15_LNP_np.czi,3,2371876,58230881,35977085,790122,756074,31604.88,24389.483870967742,0.33312112437581054,0.3187662424173945,606309,183813,0.7673612429472917,0.2326387570527083,25,31
172,exp_15_LNP_np.czi,4,2304144,51340756,34772820,745292,443588,41405.11111111111,18482.833333333332,0.3234572144796506,0.19251748154629225,597574,147718,0.8017984897194657,0.19820151028053434,18,24
173,exp_15_LNP_np.czi,5,2454632,77534731,37384469,967809,762303,37223.42307692308,28233.444444444445,0.39427865358228853,0.3105569388812661,782346,185463,0.8083681800851201,0.1916318199148799,26,27
174,exp_15_LNP_np.czi,6,2420797,115612904,32123994,1035708,548506,51785.4,17693.74193548387,0.4278376088536131,0.22658075005876163,887235,148473,0.8566458886095308,0.14335411139046914,20,31
175,exp_15_LNP_np.czi,7,2518859,106264574,40285982,975086,506568,75006.61538461539,23025.81818181818,0.38711416558052675,0.20111010580584304,867547,107539,0.8897133175945506,0.11028668240544937,13,22
176,exp_15_LNP_np.czi,8,2396698,72171285,20556692,576951,280258,38463.4,13345.619047619048,0.24072745085112934,0.11693504980602479,491471,85480,0.8518418375217306,0.14815816247826938,15,21
177,exp_15_LNP_np.czi,9,2664995,66377649,26926900,1097027,812346,68564.1875,31244.076923076922,0.41164317381458504,0.3048208345606652,918528,178499,0.8372884167846371,0.16271158321536297,16,26
178,exp_15_LNP_np.czi,10,2898275,101842953,25024720,1086898,614980,72459.86666666667,27953.636363636364,0.37501548334785345,0.21218828441055457,911182,175716,0.8383325758258825,0.16166742417411753,15,22
179,exp_15_LNP_np.czi,11,2913132,62312010,21585386,858407,525187,57227.13333333333,23872.136363636364,0.2946680754596771,0.18028259618856957,730756,127651,0.851293151150911,0.14870684884908908,15,22
180,exp_16_LNP_VTN.czi,0,3421435,15941866,30114100,1398247,1082427,82249.82352941176,56969.84210526316,0.4086726768154298,0.31636637843477955,1014736,383511,0.7257201338533178,0.27427986614668226,17,19
181,exp_16_LNP_VTN.czi,1,3336859,13180034,30679783,865957,1249649,50938.64705882353,83309.93333333333,0.25951261350869187,0.37449859283835485,471826,394131,0.5448607725325854,0.45513922746741464,17,15
182,exp_16_LNP_VTN.czi,2,2217331,8645733,17503954,413264,611267,25829.0,27784.863636363636,0.1863790295630197,0.2756769287039238,255039,158225,0.6171333578535755,0.3828666421464246,16,22
183,exp_16_LNP_VTN.czi,3,5098034,26131153,21709260,3033856,1603901,178462.11764705883,80195.05,0.5951031319132042,0.3146116718719412,2301769,732087,0.7586942162053835,0.24130578379461648,17,20
184,exp_16_LNP_VTN.czi,4,5234830,31507188,18373925,2639806,1313194,219983.83333333334,87546.26666666666,0.5042773117751674,0.25085704788885216,2009163,630643,0.7611025204124848,0.23889747958751514,12,15
185,exp_16_LNP_VTN.czi,5,4509301,28917338,20812069,2091239,1668032,149374.2142857143,92668.44444444444,0.4637612348344012,0.369909216528238,1492946,598293,0.7139050103790145,0.28609498962098545,14,18
186,exp_16_LNP_VTN.czi,6,4679247,29511913,19406063,2529534,1388826,229957.63636363635,81695.64705882352,0.540585696801216,0.2968054475431624,2131313,398221,0.8425713985263689,0.1574286014736311,11,17
187,exp_16_LNP_VTN.czi,7,3809626,22414954,11266812,1236486,623802,154560.75,62380.2,0.3245688684401041,0.16374363257705613,940999,295487,0.7610268130815877,0.23897318691841235,8,10
188,exp_16_LNP_VTN.czi,8,5058557,29207719,19702685,2433258,1357244,128066.21052631579,54289.76,0.4810182034125542,0.26830655461626707,1828046,605212,0.7512750394738248,0.24872496052617518,19,25
189,exp_16_LNP_VTN.czi,9,3380500,13838661,13259924,1321049,682864,120095.36363636363,52528.0,0.39078509096287534,0.202000887442686,1047684,273365,0.7930697498730176,0.20693025012698243,11,13
190,exp_16_LNP_VTN.czi,10,3353903,15336134,11011315,954875,705850,119359.375,88231.25,0.28470561015032336,0.21045629524765624,688474,266401,0.7210095562246367,0.27899044377536325,8,8
191,exp_16_LNP_VTN.czi,11,3892680,14573562,17428865,1344908,922630,103454.46153846153,61508.666666666664,0.34549667581203697,0.23701665690475457,988598,356310,0.7350673800735812,0.26493261992641876,13,15
192,exp_17_LNP_A2M.czi,0,2171148,52160845,25357096,565173,517259,28258.65,24631.380952380954,0.260310674352923,0.23824216497447434,414093,151080,0.7326836207674464,0.2673163792325536,20,21
193,exp_17_LNP_A2M.czi,1,2045953,36880173,18449037,465328,268950,42302.545454545456,22412.5,0.22743826471087067,0.13145463263330096,395178,70150,0.8492461231647355,0.1507538768352646,11,12
194,exp_17_LNP_A2M.czi,2,1827086,38327240,16149876,320915,234782,21394.333333333332,13810.70588235294,0.1756430731777267,0.1285007930661173,249368,71547,0.7770531137528629,0.2229468862471371,15,17
195,exp_17_LNP_A2M.czi,3,2965583,73180078,27993134,1512101,1136364,88947.11764705883,47348.5,0.5098832168919231,0.3831840147451614,1369760,142341,0.9058654150747867,0.09413458492521333,17,24
196,exp_17_LNP_A2M.czi,4,2707305,92176950,33316553,961266,417882,64084.4,18994.636363636364,0.3550637996088361,0.15435349914398266,846610,114656,0.8807239619418559,0.11927603805814416,15,22
197,exp_17_LNP_A2M.czi,5,2631581,66305326,21552326,920597,391521,41845.318181818184,18643.85714285714,0.34982658713526205,0.14877786395326612,749717,170880,0.8143813199478165,0.18561868005218352,22,21
198,exp_17_LNP_A2M.czi,6,2015718,54768721,17384667,517017,264162,34467.8,16510.125,0.256492723684563,0.1310510696436704,417880,99137,0.808251953030558,0.191748046969442,15,16
199,exp_17_LNP_A2M.czi,7,2594029,73318837,25945185,981288,606537,70092.0,30326.85,0.37828721267187065,0.2338204391701095,851126,130162,0.8673559648135919,0.13264403518640808,14,20
200,exp_17_LNP_A2M.czi,8,2559105,87329139,30689277,945385,564757,59086.5625,21721.423076923078,0.36942016837917946,0.22068535679466064,787639,157746,0.833140995467455,0.16685900453254493,16,26
201,exp_17_LNP_A2M.czi,9,2215828,102050824,19710919,692179,279827,46145.26666666667,15545.944444444445,0.31237939045810414,0.12628552396666168,598030,94149,0.8639817157122652,0.13601828428773483,15,18
202,exp_17_LNP_A2M.czi,10,2840173,65599518,14519670,576420,228126,48035.0,19010.5,0.20295242578533068,0.0803211635347565,501290,75130,0.8696610110683183,0.13033898893168175,12,12
203,exp_17_LNP_A2M.czi,11,3469626,80795171,16133637,747505,323255,57500.38461538462,19015.0,0.2154425289642169,0.09316710216029048,627305,120200,0.8391984000107022,0.16080159998929772,13,17
204,exp_18_LNP_CR.czi,0,3504238,45245681,16964187,465290,237549,42299.09090909091,14846.8125,0.13277922332900904,0.06778905998964682,391494,73796,0.8413978379075415,0.15860216209245848,11,16
205,exp_18_LNP_CR.czi,1,4607033,78199866,24535224,1077615,787638,63389.117647058825,32818.25,0.23390650772416868,0.17096426268272877,945944,131671,0.8778125768479467,0.12218742315205337,17,24
206,exp_18_LNP_CR.czi,2,3271903,56925563,27033378,929522,549214,61968.13333333333,18938.41379310345,0.28409216287891176,0.16785766570708238,776642,152880,0.8355283683441597,0.1644716316558403,15,29
207,exp_18_LNP_CR.czi,3,3398369,87323378,22845114,762442,498224,38122.1,19928.96,0.22435527160234806,0.14660679873197996,614443,147999,0.8058881855931337,0.19411181440686637,20,25
208,exp_18_LNP_CR.czi,4,3987288,20062192,6504794,254149,150892,50829.8,37723.0,0.06373981513249105,0.03784326589902711,207507,46642,0.8164777355016152,0.1835222644983848,5,4
209,exp_18_LNP_CR.czi,5,3897686,40892714,17776273,903520,877381,53148.23529411765,38147.0,0.23180933507727405,0.22510304832149128,724005,179515,0.801315964228794,0.19868403577120594,17,23
210,exp_18_LNP_CR.czi,6,2974672,52523505,23288683,416886,243693,29777.571428571428,14334.882352941177,0.14014519920179436,0.08192264558916075,351142,65744,0.842297414640933,0.15770258535906698,14,17
211,exp_18_LNP_CR.czi,7,5364561,44662590,23804523,944401,337421,62960.066666666666,28118.416666666668,0.17604441444509625,0.06289815699737593,591296,353105,0.6261069185653129,0.3738930814346872,15,12
212,exp_18_LNP_CR.czi,8,3489386,47312881,32886433,922874,801430,41948.818181818184,29682.59259259259,0.26448034124055064,0.22967651042332377,760247,162627,0.8237820114121754,0.17621798858782456,22,27
213,exp_18_LNP_CR.czi,9,3846929,71529981,25353175,1027180,534270,93380.0,29681.666666666668,0.2670129862027607,0.1388822096794612,849251,177929,0.8267791428960845,0.17322085710391558,11,18
214,exp_18_LNP_CR.czi,10,5889906,76253107,26070755,1373773,1112999,76320.72222222222,61833.27777777778,0.2332419227064065,0.1889671923456843,1034927,338846,0.7533464407875246,0.24665355921247542,18,18
215,exp_18_LNP_CR.czi,11,4998175,86383844,23280660,850522,409471,47251.22222222222,19498.619047619046,0.1701665107764334,0.08192410229733853,692505,158017,0.8142117429061212,0.1857882570938788,18,21
