,Scene ID,Scene ID,Scene ID,Scene ID,Scene ID,Scene ID,Scene ID,Scene ID,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity LNP in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity nucleus in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Total intensity membrane in entire img,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in membrane mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP in nucleus mask,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per membrane count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Intensity LNP per nucleus count,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in membrane mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Frac intensity LNP in nucleus mask over img,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane inner mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Intensity LNP in membrane outer mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane inner mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Frac intensity LNP in membrane outer mask over membrane mask,Membrane count,Membrane count,Membrane count,Membrane count,Membrane count,Membrane count,Membrane count,Membrane count,Nucleus count,Nucleus count,Nucleus count,Nucleus count,Nucleus count,Nucleus count,Nucleus count,Nucleus count
exp_18_LNP_CR.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,4102512.1666666665,912362.496781628,2974672.0,3466631.75,3872307.5,4704818.5,5889906.0,12.0,58942941.833333336,20882704.690356612,20062192.0,45099908.25,54724534.0,76739796.75,87323378.0,12.0,22528599.916666668,6503918.3912255885,6504794.0,21577903.75,23546603.0,25532570.0,32886433.0,12.0,827347.8333333334,312335.3336346962,254149.0,688154.0,913197.0,965095.75,1373773.0,12.0,545015.1666666666,295748.7741638573,150892.0,313989.0,516247.0,791086.0,1112999.0,12.0,55116.239825425124,17692.510746720418,29777.571428571428,42211.52272727273,51989.01764705883,63067.3294117647,93380.0,12.0,28795.99094978061,13289.585024456312,14334.882352941177,19358.567733990145,28900.041666666668,34044.4375,61833.27777777778,12.0,0.2018144741931037,0.06583181302134213,0.06373981513249105,0.16266118288277365,0.22808230333981105,0.24154996610326418,0.28409216287891176,12.0,0.1333695765553584,0.06555724549844563,0.03784326589902711,0.07838924918928226,0.14274450420572057,0.17546499509846764,0.22967651042332377,12.0,661616.9166666666,246052.68426403697,207507.0,541345.5,708255.0,794794.25,1034927.0,12.0,165730.91666666666,95230.36161803394,46642.0,117202.25,155448.5,178325.5,353105.0,12.0,0.8054120283026118,0.063729820729021,0.6261069185653129,0.8047451302520487,0.8201298734568954,0.8369957357350051,0.8778125768479467,12.0,0.19458797169738815,0.06372982072902102,0.12218742315205337,0.16300426426499484,0.1798701265431047,0.19525486974795125,0.3738930814346872,12.0,15.25,4.594957710756037,5.0,13.25,16.0,18.0,22.0,12.0,19.5,6.9478577470129075,4.0,16.75,19.5,24.25,29.0
exp_1_LNP_np.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,2405204.25,248727.93280798162,2069983.0,2175948.5,2417439.0,2589937.5,2895262.0,12.0,32099483.916666668,9273512.894706901,11580895.0,26477559.5,32285179.5,38297729.0,43811161.0,12.0,10438579.0,5871631.297479432,4113451.0,8301343.0,9071420.0,9919991.5,27694971.0,12.0,897474.5833333334,212709.78413213123,539504.0,813006.75,966897.5,1017093.0,1160633.0,12.0,405191.5833333333,118794.523903831,188681.0,343467.75,420938.0,506938.5,533396.0,12.0,48962.893055229804,18709.47076039223,24671.81818181818,39030.240430622005,47358.85526315789,53201.06424148607,96719.41666666667,12.0,11684.3466104153,4387.507467023949,6469.333333333333,9432.663461538461,11261.724999999999,13028.797916666666,21941.347826086956,12.0,0.36987706522635544,0.06670921818088599,0.2562400625422519,0.3204651891390707,0.39821960318786004,0.4112081808734277,0.4431282145067485,12.0,0.1664718648741891,0.04102521271241758,0.09115099012890444,0.1436776943419331,0.16812237717091766,0.19793226072452355,0.22601764849203912,12.0,767166.8333333334,197939.17379237,435736.0,689473.0,812321.0,877347.0,1032963.0,12.0,130307.75,22963.178462783333,98688.0,114721.0,127528.5,149658.75,175786.0,12.0,0.8501534002358276,0.027432939471810254,0.8027856590147021,0.8337031966718943,0.854002297438936,0.8692619317142439,0.889999681208444,12.0,0.1498465997641724,0.027432939471810254,0.11000031879155599,0.13073806828575615,0.14599770256106404,0.1662968033281057,0.19721434098529791,12.0,19.166666666666668,3.2427074359478554,12.0,17.75,19.0,22.0,24.0,12.0,36.083333333333336,8.701706555021088,23.0,32.75,35.5,40.0,57.0
exp_2_cellonly_np.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,211397.5,39371.672586679975,156052.0,184398.5,210035.0,236825.0,270286.0,12.0,27073876.833333332,11193775.95563701,11776811.0,18717750.25,27859449.5,29653709.5,52251745.0,12.0,11848735.5,4842479.917547873,3560307.0,9213976.5,12186658.0,14440390.0,21105721.0,12.0,72053.16666666667,24009.739182383066,20394.0,59823.0,72066.0,83869.75,111350.0,12.0,35334.75,13569.122944290568,7322.0,24806.5,38422.0,42683.75,55455.0,12.0,4000.2584848801293,913.0008848395239,2914.3333333333335,3403.17,3758.7045454545455,4400.056390977444,6186.111111111111,12.0,1217.0605002338775,315.1259928623463,704.4848484848485,982.3295454545455,1255.1975806451615,1464.4785714285715,1628.7272727272727,12.0,0.3409163285858978,0.10660115081922411,0.12909882764034133,0.2895750091778062,0.34909253951145847,0.3884151214875429,0.5376266210879033,12.0,0.16836141597875975,0.06885041601419596,0.046349986073481377,0.1351029869232516,0.15594375355523593,0.2115883561788887,0.26775109360062577,12.0,61598.5,21026.103786829965,16949.0,50814.5,61786.5,69643.0,98515.0,12.0,10454.666666666666,3413.323635758005,3445.0,8724.25,10362.0,12506.5,16043.0,12.0,0.852705094804985,0.019300720134997493,0.8115116197100359,0.8455685692065533,0.8531228640054519,0.8657520932607167,0.8847328244274809,12.0,0.14729490519501495,0.01930072013499749,0.11526717557251909,0.1342479067392833,0.14687713599454816,0.15443143079344668,0.18848838028996404,12.0,18.0,4.824181513244218,6.0,16.0,18.5,21.0,25.0,12.0,30.416666666666668,12.43498242374262,5.0,26.25,28.0,35.0,55.0
exp_3_LNP_VTN.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,5526837.75,1207649.5240061937,3390824.0,4828622.75,5434901.5,6501618.25,7290660.0,12.0,12568335.75,6014001.147246408,3632064.0,7662965.75,11889788.5,16965755.75,22517352.0,12.0,16976259.083333332,4593253.087060817,11413641.0,13942769.75,15364035.5,19756774.75,27178584.0,12.0,3239946.0,1068637.3457671988,1460802.0,2679549.5,3214173.5,4033087.0,4590380.0,12.0,1651739.25,548712.3796130065,619635.0,1242564.25,1664276.5,2048555.5,2477866.0,12.0,171425.3142001358,70828.17856567778,69562.0,129680.91086956522,160722.54292929295,220903.29605263157,302849.6666666667,12.0,60521.8647552435,22878.24876708403,16306.184210526315,44016.338362068964,61717.77109181142,78328.644375,94663.16666666667,12.0,0.5727059666356009,0.09195502861143467,0.3629004370301032,0.5377891888721896,0.5850812864557462,0.6343669240273259,0.685363418397798,12.0,0.292529553854735,0.05263558042576286,0.18273876792189744,0.2633205444004626,0.3117358783860461,0.31656140755929146,0.36170786729420584,12.0,2636729.6666666665,953778.5946295478,1019437.0,2202648.25,2615168.0,3270293.25,3980944.0,12.0,603216.3333333334,156295.606610349,383477.0,488105.75,595327.0,719518.0,861154.0,12.0,0.803449377672203,0.047043887565398165,0.6978611748888625,0.784662901839786,0.8112600858349608,0.8291068660700224,0.876330060348974,12.0,0.19655062232779705,0.047043887565398186,0.12366993965102598,0.1708931339299776,0.18873991416503919,0.21533709816021399,0.3021388251111376,12.0,19.583333333333332,2.314316444667973,15.0,18.0,19.5,21.25,23.0,12.0,28.333333333333332,4.37624441176623,23.0,24.75,28.0,31.25,38.0
exp_4_cellonly_VTN.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,332114.4166666667,95171.2586794395,187178.0,257079.0,336983.5,409332.5,495677.0,12.0,16515905.416666666,6038361.040653535,8145775.0,12794719.25,16256208.5,20368127.5,28351127.0,12.0,18711922.75,3668450.412410944,12099235.0,16346205.25,19692355.0,21324800.5,24321286.0,12.0,98452.16666666667,16708.175025925775,60733.0,90977.0,104175.0,109379.75,120331.0,12.0,56641.25,9499.714877300266,40070.0,49724.0,56991.5,60153.75,73659.0,12.0,5162.162617505281,1223.1767171878873,3036.65,4231.395454545454,4914.808035714286,6323.921875,6981.8,12.0,1974.8965673875373,565.1344968635235,1131.3953488372092,1634.4275210084033,1842.2202797202797,2247.75,3348.1363636363635,12.0,0.31427640496566456,0.08730155183392456,0.20436043701053852,0.25091763908283504,0.270247965715423,0.3742624462114394,0.492562331649643,12.0,0.18035914552346435,0.04593418358461653,0.11708401817654453,0.14968847596061186,0.17086593179708814,0.20475093898813435,0.2599130239664918,12.0,82162.66666666667,14425.304063808613,50578.0,74097.75,85212.0,91450.0,100536.0,12.0,16289.5,3535.3257661391367,10155.0,14292.25,16438.5,18339.25,21420.0,12.0,0.8341622699030903,0.024275857855882137,0.7974870443820388,0.8154993688288171,0.8341440703880514,0.8538377926513399,0.8698828946051447,12.0,0.16583773009690964,0.02427585785588213,0.13011710539485538,0.14616220734866012,0.16585592961194856,0.18450063117118287,0.20251295561796126,12.0,19.583333333333332,3.5537005893558162,15.0,16.0,20.0,21.25,27.0,12.0,29.916666666666668,6.41671585970911,22.0,25.75,28.5,34.25,43.0
exp_5_LNP_A2M.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,2335966.4166666665,387753.7407935042,1654898.0,2107707.25,2295448.0,2576053.0,2980420.0,12.0,54418713.25,24340328.262320127,16677019.0,42464442.5,47602192.0,60836329.75,103900202.0,12.0,18506869.5,6326120.711081613,10169256.0,14572642.25,18905211.5,20689199.5,33806761.0,12.0,983137.3333333334,323872.14620596904,525683.0,812216.5,843779.5,1162938.75,1711418.0,12.0,541283.4166666666,194549.0808835364,319202.0,399673.5,496420.0,623452.75,907754.0,12.0,52293.55657326527,17966.987836153694,30922.529411764706,38706.267857142855,47157.65789473684,63068.565625,90074.63157894737,12.0,18142.657704981113,5536.443926186725,11006.965517241379,13657.097222222223,16741.14573732719,21900.915722996513,30087.241379310344,12.0,0.41321810720579405,0.07681233065738116,0.31765281002212825,0.3687011505045148,0.3934309543737113,0.4317032162137818,0.5742204118882573,12.0,0.22889101255098812,0.05934922963845346,0.15016324034435716,0.179893583774779,0.233859815476335,0.2678477228354282,0.3401486778709803,12.0,855258.8333333334,293560.0249228375,461929.0,683552.75,742564.0,1023238.25,1516017.0,12.0,127878.5,36855.37929036091,63754.0,107976.75,122781.0,143564.0,195401.0,12.0,0.8674947008760937,0.022558849445247844,0.8247174903019059,0.848685114405341,0.8678565931238262,0.8873606883033249,0.8947052535165081,12.0,0.1325052991239063,0.022558849445247837,0.10529474648349192,0.11263931169667504,0.13214340687617376,0.151314885594659,0.1752825096980941,12.0,19.0,2.215646837627989,15.0,17.75,19.0,20.25,22.0,12.0,29.583333333333332,3.8484550225520446,26.0,28.0,28.5,30.0,41.0
exp_6_cellonly_A2M.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,319009.5833333333,94686.81395715066,195132.0,234616.75,319795.0,388994.5,473804.0,12.0,49412591.25,15357048.473601187,17086105.0,39681572.75,49162470.5,62005689.25,69320312.0,12.0,19626464.5,4648810.208087451,11975012.0,16777660.0,18359009.0,22779556.25,27043281.0,12.0,96161.0,23333.75777319594,62934.0,80618.5,95660.0,114003.75,134606.0,12.0,54630.666666666664,13372.032526089213,33122.0,47183.25,54499.5,58196.75,82555.0,12.0,5055.1387122221895,1121.9042874601223,3422.9,4185.717391304348,4833.603703703704,5901.883522727273,7061.875,12.0,1920.008631029692,301.64168420628084,1424.2631578947369,1740.7925324675325,1951.4589371980676,2117.3817391304347,2428.0882352941176,12.0,0.31792930485806636,0.08961358863058924,0.14448590556432617,0.2724898804232881,0.3181793663558824,0.3403095183775642,0.5072640153330139,12.0,0.1799379289291241,0.04959897289052898,0.09270288980253438,0.155664575074882,0.17254147072231918,0.19557470971504995,0.29252036415908,12.0,80650.08333333333,20088.712554151727,53309.0,64396.5,81314.0,96261.25,110590.0,12.0,15510.916666666666,4705.904443227452,9484.0,11993.5,15612.5,18047.75,24016.0,12.0,0.837790591453826,0.03267052648837883,0.7912651171579743,0.8124034665988866,0.83938039463442,0.8587568993271436,0.9042941076455141,12.0,0.16220940854617408,0.03267052648837884,0.09570589235448586,0.14124310067285636,0.16061960536558,0.18759653340111343,0.2087348828420257,12.0,19.416666666666668,4.461111425588376,11.0,16.0,20.0,21.5,27.0,12.0,28.583333333333332,6.0371325724196,22.0,23.0,26.5,34.25,38.0
exp_7_LNP_CR.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,2883622.25,462690.34034892556,2253021.0,2494192.75,2919917.5,3276285.0,3511068.0,12.0,53826345.75,26009100.56593408,11075694.0,33352702.25,51759104.5,63674088.5,100086332.0,12.0,18716590.666666668,4243512.076589804,12560640.0,15487017.0,19260115.5,21685631.75,25101336.0,12.0,856963.0833333334,395417.1013574166,466069.0,521250.5,718870.0,1123165.75,1690355.0,12.0,639643.3333333334,258717.50489229942,309704.0,454868.0,542754.5,841548.75,1128594.0,12.0,46955.787431917204,19677.988149403587,24529.947368421053,30232.729102167184,42298.89583333333,61226.21666666667,88966.05263157895,12.0,24554.998348113877,6759.149388729632,16300.21052631579,19850.660173160173,23562.596153846152,27034.235795454544,41674.208333333336,12.0,0.2867246145548836,0.09318173115009061,0.1845346436256877,0.21175504188013217,0.2561789466183974,0.34823576957678387,0.48143613282340303,12.0,0.2160870933560598,0.059220280784760805,0.12272537965321116,0.181718262092776,0.19490492627776357,0.26181566249089705,0.3214389467820048,12.0,704028.0833333334,327430.30267148133,377309.0,439939.25,586116.5,927731.75,1380211.0,12.0,152935.0,73465.05903922193,69300.0,94334.75,132753.5,188844.0,310144.0,12.0,0.8205959498699297,0.031009954418855,0.7689550718177766,0.800861649805563,0.8130387386872499,0.8441684116349047,0.8670740759921971,12.0,0.17940405013007044,0.031009954418854995,0.13292592400780293,0.1558315883650952,0.18696126131275015,0.199138350194437,0.23104492818222339,12.0,18.166666666666668,2.79067711996189,12.0,17.0,18.5,19.0,24.0,12.0,25.666666666666668,6.3005531262715095,16.0,21.75,25.0,27.75,38.0
exp_8_cellonly_CR.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,326173.9166666667,92045.38443364706,192278.0,232466.0,341317.0,388524.0,471885.0,12.0,53970233.333333336,18747224.474349853,21822960.0,42843127.75,54510910.0,59254348.0,93531569.0,12.0,20763778.75,4680845.617722005,15707630.0,16447119.0,20079813.5,23420038.25,28528180.0,12.0,107895.08333333333,26693.239053630085,66124.0,94027.5,104277.5,115426.0,161111.0,12.0,58534.666666666664,11386.11250070839,35961.0,53491.5,58726.5,64776.0,76528.0,12.0,5349.478392295104,1743.669492372546,3617.086956521739,4545.803977272727,4849.273809523809,5719.009722222222,10069.4375,12.0,2075.95144582836,509.30305941141296,1331.888888888889,1699.3500000000001,2043.3266787658804,2467.397727272727,3096.7916666666665,12.0,0.3436819029734628,0.0792375570691682,0.21981414963391505,0.29405155365035796,0.34426521154531287,0.40539828775275333,0.44673660368361445,12.0,0.18823652465152085,0.046585241974905205,0.12028766721180861,0.15675219522780803,0.18306078456307584,0.20562943475117818,0.27377856319771177,12.0,89742.75,22808.93526320133,54962.0,77187.0,87511.5,96020.75,135386.0,12.0,18152.333333333332,4464.493890349689,11162.0,16294.5,18099.5,19424.75,25725.0,12.0,0.8306573276116582,0.021889254013771973,0.779465363475489,0.8278008548428302,0.8329301134583782,0.8360037147582993,0.8763818323264726,12.0,0.1693426723883417,0.02188925401377198,0.1236181676735274,0.16399628524170068,0.16706988654162175,0.17219914515716983,0.22053463652451102,12.0,20.75,3.816828764587405,14.0,18.0,21.5,23.0,28.0,12.0,29.0,6.0603030227268935,22.0,23.75,28.5,31.25,40.0
exp_9_cellonly_np.czi,12.0,5.5,3.605551275463989,0.0,2.75,5.5,8.25,11.0,12.0,271062.1666666667,62725.85105742917,192670.0,227880.5,252099.0,316166.0,406096.0,12.0,79097122.08333333,32783436.03443878,48434439.0,55755456.5,69267593.5,90271084.5,160325111.0,12.0,21927640.666666668,4390795.332017265,15377674.0,20091534.75,21749206.0,22746315.0,32318990.0,12.0,112101.66666666667,22785.201861708138,82343.0,94142.25,110947.0,121444.25,160224.0,12.0,65182.0,18813.923499752662,40684.0,56158.25,63992.0,70417.75,113908.0,12.0,5891.415063066099,1569.3113601005655,3443.0,4824.772488755622,6102.225961538461,6885.1558441558445,8374.733333333334,12.0,2179.7296250895174,563.852833147089,1717.825,1848.2111244019138,1968.3383500557416,2220.8317391304345,3674.451612903226,12.0,0.4234671317425907,0.0803737455275513,0.27251530256144185,0.39377282475260506,0.41863205018997146,0.47681556689654647,0.5521031718040958,12.0,0.2554222815625187,0.10343724061213018,0.12932634844747348,0.18390860439762358,0.2504412388831503,0.299835507640276,0.4972281152056433,12.0,94537.16666666667,18531.86824136065,74380.0,81645.25,88854.5,105600.25,134123.0,12.0,17564.5,5520.229911219937,7578.0,15262.0,15881.0,22051.75,26101.0,12.0,0.8451564840411866,0.032205015861416046,0.7949382242632274,0.8288520298150918,0.8400078195212166,0.8694967872836018,0.9079703192742552,12.0,0.1548435159588136,0.03220501586141608,0.09202968072574474,0.13050321271639817,0.15999218047878333,0.17114797018490832,0.2050617757367727,12.0,20.166666666666668,5.951826814033018,13.0,15.0,19.0,24.75,29.0,12.0,30.5,7.53778361444409,21.0,23.0,30.0,38.0,40.0
