4.481801860616940747e-01,1.905042983412034985e-01,2.036212711576264878e-01,4.184537122308468193e-01
nan,2.823999331960139747e-01,2.499881111527954003e-01,9.903299203640500425e-02
nan,5.125818713195959969e-02,2.729480621226784143e-01,3.146171947682372960e-01
nan,2.018663303909205009e-01,1.952438322803342063e-01,3.453929274827445273e-01
nan,8.204714046422580120e-02,3.346457542496737991e-01,2.376555209953342962e-01
nan,2.419369575148468954e-01,2.100574750094487964e-01,4.212059423244974843e-01
nan,nan,nan,3.110903426791277182e-01
nan,nan,nan,3.379730596536241194e-01
nan,nan,nan,4.098103522030513979e-01
nan,nan,nan,1.054791670606926024e-01
nan,nan,nan,nan
nan,nan,nan,nan
