1.717520000000000000e+05,1.067842000000000000e+06,2.097073000000000000e+06,8.569200000000000000e+04
nan,9.194800000000000000e+05,1.944223000000000000e+06,9.758000000000000000e+04
nan,1.349422000000000000e+06,1.909569000000000000e+06,1.415600000000000000e+05
nan,8.581560000000000000e+05,2.031280000000000000e+06,1.535680000000000000e+05
nan,8.770910000000000000e+05,2.154406000000000000e+06,9.486800000000000000e+04
nan,9.736590000000000000e+05,2.000667000000000000e+06,9.107400000000000000e+04
nan,nan,nan,1.722100000000000000e+05
nan,nan,nan,8.916800000000000000e+04
nan,nan,nan,1.898580000000000000e+05
nan,nan,nan,4.716780000000000000e+05
nan,nan,nan,nan
nan,nan,nan,nan
