8.950000000000000000e+02,1.298000000000000000e+03,2.283000000000000000e+03,1.271000000000000000e+03
nan,1.124000000000000000e+03,3.680000000000000000e+02,6.920000000000000000e+02
nan,8.180000000000000000e+02,5.480000000000000000e+02,1.167000000000000000e+03
nan,5.910000000000000000e+02,9.160000000000000000e+02,1.879000000000000000e+03
nan,3.770000000000000000e+02,1.352000000000000000e+03,1.072000000000000000e+03
nan,3.040000000000000000e+02,8.020000000000000000e+02,3.780000000000000000e+02
nan,nan,nan,6.710000000000000000e+02
nan,nan,nan,5.860000000000000000e+02
nan,nan,nan,2.280000000000000000e+03
nan,nan,nan,7.970000000000000000e+02
nan,nan,nan,nan
nan,nan,nan,nan
