,Filename,Scene ID,Total LNP intensity in entire img,Total lysosome intensity in entire img,Total nucleus intensity in entire img,LNP intensity in nucleus mask,LNP intensity in lysosome mask,LNP intensity in lysosome mask per nucleus count,Frac LNP intensity in lysosome mask over LNP intensity in nucleus mask,Frac LNP intensity in lysosome mask over total LNP intensity,Lysosome mask count,Nucleus count
0,exp1_PBS.czi,0,70998,5256394,8027870,2150,256,25.6,0.1190697674418604,0.0036057353728274,103,10
1,exp1_PBS.czi,1,53612,4466775,6231076,4100,171,14.25,0.0417073170731707,0.0031895844213981,94,12
2,exp1_PBS.czi,2,78615,5396923,6099374,3273,828,63.69230769230769,0.2529789184234647,0.0105323411562678,215,13
3,exp1_PBS.czi,3,58470,4841162,8484732,4724,152,6.608695652173913,0.0321761219305673,0.0025996237386694,78,23
4,exp1_PBS.czi,4,71326,5545774,8287478,3864,484,20.166666666666668,0.1252587991718426,0.0067857443288562,163,24
5,exp1_PBS.czi,5,109288,6348513,9144918,4630,371,20.61111111111111,0.0801295896328293,0.0033947002415635,190,18
6,exp1_PBS.czi,6,100850,6639496,13218903,12258,1238,34.388888888888886,0.1009952683961494,0.0122756569162121,214,36
7,exp1_PBS.czi,7,120749,4924697,5649170,2204,712,71.2,0.323049001814882,0.0058965291638025,103,10
8,exp1_PBS.czi,8,308256,5000342,5562173,1455,71,10.142857142857142,0.0487972508591065,0.0002303280390324,40,7
9,exp1_PBS.czi,9,256968,9947734,9062740,5147,1250,73.52941176470588,0.2428599183990674,0.0048644189159739,282,17
10,exp1_PBS.czi,10,350206,3743203,3067032,182,38,38.0,0.2087912087912088,0.0001085075641194,30,1
11,exp1_PBS.czi,11,332777,1826940,2396983,0,0,,,0.0,0,0
12,exp2_LNP_np.czi,0,1335878,6271793,19658845,166174,9837,239.9268292682927,0.0591969862914776,0.0073636963854483,207,41
13,exp2_LNP_np.czi,1,771725,4939087,14178277,59705,4904,213.2173913043478,0.0821371744410015,0.0063545952249829,214,23
14,exp2_LNP_np.czi,2,948271,3850234,8090898,45928,5863,533.0,0.1276563316495384,0.0061828317010643,121,11
15,exp2_LNP_np.czi,3,773895,5571780,20787964,87864,2979,96.09677419354838,0.0339046708549576,0.0038493594092221,130,31
16,exp2_LNP_np.czi,4,840863,5097623,16729411,63809,1870,69.25925925925925,0.0293062107226253,0.0022239056778571,156,27
17,exp2_LNP_np.czi,5,757363,4546106,9166828,25808,3307,330.7,0.1281385616862988,0.0043664662783896,141,10
