,Filename,Scene ID,Total LNP intensity in entire img,Total membrane intensity in entire img,Total nucleus intensity in entire img,LNP intensity in membrane mask,LNP intensity in nucleus mask,LNP intensity in inner membrane mask,LNP intensity in outer membrane mask,LNP intensity in membrane mask per membrane count,LNP intensity in membrane mask per nucleus count,LNP intensity in nucleus mask per nucleus count,Frac LNP intensity in membrane mask over total LNP intensity,Frac LNP intensity in nucleus mask over total LNP intensity,Frac LNP intensity in membrane inner mask over LNP intensity in membrane mask,Frac LNP intensity in membrane outer mask over LNP intensity in membrane mask,Membrane count,Nucleus count
27,exp_3_LNP_VTN.czi,3,6628228,16569751,14228546,4542486,2101869,3980251,562235,302832.4,151416.2,70062.3,0.6853243430974312,0.3171087355474193,0.8762274666339093,0.1237725333660907,15,30
28,exp_3_LNP_VTN.czi,4,6459415,16478763,27178584,4286115,2004615,3466027,820088,225585.0,178588.125,83525.625,0.6635453829797281,0.3103400230516231,0.8086640232471597,0.1913359767528402,19,24
29,exp_3_LNP_VTN.czi,5,4881210,8184920,13085441,1849985,1040301,1260635,589350,92499.25,77082.70833333333,43345.875,0.3790013131989814,0.2131235902573337,0.6814298494312117,0.3185701505687884,20,24
30,exp_3_LNP_VTN.czi,6,6850462,6097103,20798827,2051607,1645194,1453786,597821,146543.35714285713,107979.31578947368,86589.15789473684,0.2994844727260731,0.2401581090443243,0.70860842256826,0.2913915774317401,14,19
31,exp_3_LNP_VTN.czi,7,5422870,6016900,18180522,1879369,1499523,1269016,610353,110551.11764705884,104409.38888888888,83306.83333333333,0.3465635355448314,0.2765183380755946,0.675235145413168,0.3247648545868321,17,18
32,exp_3_LNP_VTN.czi,8,4025352,3632064,19409424,38447,63413,22263,16184,38447.0,38447.0,63413.0,0.009551214403113,0.0157534049196194,0.5790568835019637,0.4209431164980363,1,1
33,exp_3_LNP_VTN.czi,9,7290660,22517352,16115121,4728420,2249796,4104656,623764,262690.0,214928.18181818185,102263.45454545454,0.6485585667141246,0.3085860539375036,0.8680819385756764,0.1319180614243235,18,22
34,exp_3_LNP_VTN.czi,10,6366783,18153770,21601578,3936972,1980547,3189236,747736,218720.66666666663,171172.69565217392,86110.73913043478,0.6183612665925633,0.3110749965877586,0.8100733253881409,0.189926674611859,18,23
35,exp_3_LNP_VTN.czi,11,4888455,10152365,11413641,2457916,1057971,1915498,542418,117043.61904761904,94535.23076923077,40691.192307692305,0.5028001689695415,0.2164223665759427,0.7793179262432076,0.2206820737567923,21,26
36,exp_4_cellonly_VTN.czi,0,187178,13016910,21286056,64703,43951,50981,13722,3081.095238095238,1903.029411764706,1292.6764705882354,0.3456763081131329,0.2348085779311671,0.7879232802188462,0.2120767197811539,21,34
37,exp_4_cellonly_VTN.czi,1,223638,8689859,17570148,45817,38717,32984,12833,2411.4210526315787,2290.85,1935.85,0.2048712651696044,0.1731235299904309,0.7199074579304625,0.2800925420695375,19,20
38,exp_4_cellonly_VTN.czi,2,370046,12128147,16972408,77784,50933,59034,18750,3241.0,2880.8888888888887,1886.4074074074072,0.2102008939429152,0.1376396448009166,0.7589478556001235,0.2410521443998765,24,27
39,exp_4_cellonly_VTN.czi,3,223121,21031564,21719770,109395,54343,95182,14213,5469.75,3315.0,1646.7575757575758,0.4902945038790611,0.2435584279382039,0.8700763288998583,0.1299236711001417,20,33
40,exp_4_cellonly_VTN.czi,4,303674,28351127,19933273,107558,48271,94350,13208,7170.533333333334,4481.583333333333,2011.2916666666667,0.35418903165895,0.158956644296186,0.8772011379906655,0.1227988620093345,15,24
41,exp_4_cellonly_VTN.czi,5,407870,15554903,14246290,101386,53934,80239,21147,4055.44,2981.9411764705883,1586.2941176470588,0.2485743006350062,0.1322333096329712,0.7914209062395202,0.2085790937604797,25,34
42,exp_4_cellonly_VTN.czi,6,268226,17326236,24321286,100194,53749,85068,15126,7156.714285714285,2946.8823529411766,1580.8529411764705,0.3735432061023167,0.2003869870929738,0.8490328762201329,0.150967123779867,14,34
43,exp_4_cellonly_VTN.czi,7,371706,16957514,19451437,98973,54261,81540,17433,6598.2,4123.875,2260.875,0.2662668883472421,0.1459782731513615,0.8238610530144584,0.1761389469855415,15,24
44,exp_4_cellonly_VTN.czi,8,413720,8145775,12099235,56023,43917,40706,15317,3112.3888888888887,2667.7619047619046,2091.285714285714,0.1354128396016629,0.106151503432273,0.7265944344287167,0.2734055655712832,18,21
45,exp_4_cellonly_VTN.czi,9,303921,23693335,21441034,114553,63354,97667,16886,5454.9047619047615,4091.178571428571,2262.6428571428573,0.3769170277802455,0.2084554867876849,0.8525922498756034,0.1474077501243965,21,28
46,exp_4_cellonly_VTN.czi,10,416596,20146982,21034539,105849,72262,85877,19972,5292.45,5040.428571428572,3441.0476190476193,0.2540806920853777,0.1734582185138599,0.8113161201333976,0.1886838798666024,20,21
47,exp_4_cellonly_VTN.czi,11,495677,13148513,14467597,109174,64723,88915,20259,6422.0,4548.916666666667,2696.7916666666665,0.2202523013978861,0.1305749510265757,0.8144338395588693,0.1855661604411306,17,24
48,exp_5_LNP_A2M.czi,0,2244914,35447345,10169256,885960,412425,812487,73473,55372.5,29532.0,13747.5,0.394652089122345,0.1837152781799213,0.9170696193959096,0.0829303806040904,16,30
49,exp_5_LNP_A2M.czi,1,2608783,58913316,15137088,1232924,610991,1136712,96212,102743.66666666669,44033.0,21821.10714285714,0.4726050422745012,0.2342053746900374,0.921964370877686,0.0780356291223141,12,28
50,exp_5_LNP_A2M.czi,2,2225357,49541615,12879305,845012,361419,757634,87378,46945.11111111111,31296.74074074074,13385.888888888889,0.3797197483370084,0.1624094471134294,0.8965955513057803,0.1034044486942197,18,27
51,exp_5_LNP_A2M.czi,3,2053729,44971576,20051699,899646,479575,816128,83518,44982.3,32130.214285714286,17127.678571428572,0.4380548748155185,0.2335142562626325,0.9071657074004664,0.0928342925995335,20,28
52,exp_5_LNP_A2M.czi,4,2565143,58432022,33806761,1435204,851286,1323448,111756,84423.76470588235,51257.28571428572,30403.071428571428,0.5595025306581348,0.331866878376761,0.9221323240459196,0.0778676759540804,17,28
53,exp_5_LNP_A2M.czi,5,1899127,45662769,22640754,854848,506993,751101,103747,42742.4,27575.74193548387,16354.612903225809,0.4501268214290039,0.2669610826448152,0.8786369038706296,0.1213630961293703,20,31
54,exp_5_LNP_A2M.czi,6,2980420,103900202,22601701,1882355,907754,1788282,94073,144796.53846153847,45911.09756097561,22140.341463414636,0.6315737379295535,0.30457250991471,0.9500237734114978,0.0499762265885021,13,41
55,exp_5_LNP_A2M.czi,7,2884589,92604568,19240529,1307934,485847,1172164,135770,87195.6,43597.8,16194.9,0.4534212672931915,0.1684285005593518,0.8961950679468536,0.1038049320531464,15,30
56,exp_5_LNP_A2M.czi,8,2125700,66605371,15517025,818680,315159,727084,91596,58477.142857142855,29238.571428571428,11255.67857142857,0.3851343086983111,0.1482612786376252,0.8881174573704012,0.1118825426295988,14,28
57,exp_5_LNP_A2M.czi,9,2442955,35474249,19764759,1001957,656621,870724,131233,55664.27777777778,38536.807692307695,25254.653846153848,0.4101414066161677,0.2687814552457986,0.8690233213600983,0.1309766786399017,18,26
58,exp_5_LNP_A2M.czi,10,2345982,44794507,18569894,1015267,552653,849458,165809,44142.04347826087,36259.53571428572,19737.60714285714,0.4327684526138734,0.2355742712433428,0.8366843401784949,0.1633156598215051,23,28
59,exp_5_LNP_A2M.czi,11,1654898,16677019,11703663,522239,303340,459896,62343,34815.933333333334,21759.958333333332,12639.166666666666,0.315571714993915,0.1832983059983153,0.8806236225176596,0.1193763774823404,15,24
60,exp_6_cellonly_A2M.czi,0,195132,39827497,16777913,67692,30589,60820,6872,4512.8,3223.4285714285716,1456.6190476190477,0.3469036344628252,0.1567605518315806,0.8984813567334397,0.1015186432665603,15,21
61,exp_6_cellonly_A2M.czi,1,266832,56490838,16776901,96144,54663,84645,11499,6009.0,3845.76,2186.52,0.3603166037057024,0.2048592372728908,0.8803981527708438,0.1196018472291562,16,25
62,exp_6_cellonly_A2M.czi,2,375946,63578236,16473224,135642,54983,117504,18138,7139.0526315789475,3875.4857142857145,1570.942857142857,0.3608018172822693,0.1462523873109436,0.8662803556420577,0.1337196443579422,19,35
63,exp_6_cellonly_A2M.czi,3,208700,61481507,27043281,116185,59747,109204,6981,8937.307692307691,3747.903225806452,1927.3225806451612,0.5567081935793005,0.2862817441303306,0.9399147910659724,0.0600852089340276,13,31
64,exp_6_cellonly_A2M.czi,4,297428,67770188,21868966,124857,57246,113208,11649,8918.357142857143,4459.178571428572,2044.5,0.41978899094907,0.1924701104132765,0.9067012662485884,0.0932987337514116,14,28
65,exp_6_cellonly_A2M.czi,5,428902,51531504,17007746,152647,81461,130348,22299,6105.88,4625.666666666667,2468.5151515151515,0.3559018144004924,0.1899291679684403,0.85391786278145,0.1460821372185499,25,33
66,exp_6_cellonly_A2M.czi,6,237649,69320312,26524140,116200,54122,103246,12954,6115.789473684211,3057.8947368421054,1424.2631578947369,0.4889564020887948,0.2277392288627345,0.8885197934595525,0.1114802065404475,19,38
67,exp_6_cellonly_A2M.czi,7,342162,35888834,18544645,95791,54336,79086,16705,4561.476190476191,3831.64,2173.44,0.2799580315756864,0.1588019709961947,0.8256099216001503,0.1743900783998496,21,25
68,exp_6_cellonly_A2M.czi,8,428140,39243800,18173373,130772,69106,111591,19181,5944.181818181818,3736.342857142857,1974.4571428571428,0.3054421450927266,0.1614098192180128,0.8533248707674426,0.1466751292325574,22,35
69,exp_6_cellonly_A2M.czi,9,225520,43938837,18841046,75447,39543,69604,5843,8383.0,3429.409090909091,1797.409090909091,0.3345468251152891,0.1753414331323164,0.9225549060930188,0.077445093906981,9,22
70,exp_6_cellonly_A2M.czi,10,347900,46793437,25511327,99919,48270,87996,11923,6661.266666666666,4344.304347826087,2098.695652173913,0.2872060937050876,0.1387467663121586,0.8806733454097819,0.119326654590218,15,23
71,exp_6_cellonly_A2M.czi,11,473804,17086105,11975012,70445,41174,57183,13262,3522.25,3354.5238095238096,1960.6666666666667,0.1486796227976125,0.0869009126136546,0.8117396550500391,0.1882603449499609,20,21
72,exp_7_LNP_CR.czi,0,3511068,93213379,20993968,1957915,1128594,1791341,166574,139851.07142857142,51524.07894736842,29699.842105263157,0.5576408659701265,0.3214389467820048,0.9149227622241006,0.0850772377758993,14,38
73,exp_7_LNP_CR.czi,1,3119460,100086332,18247201,1323777,642878,1201462,122315,77869.23529411765,50914.5,24726.07692307692,0.4243609470869958,0.2060863098100312,0.9076015069003314,0.0923984930996686,17,26
74,exp_7_LNP_CR.czi,2,3420860,59964721,12560640,1182962,582377,1080142,102820,69586.0,45498.53846153846,22399.115384615383,0.3458083639786486,0.170242862905819,0.9130825842250216,0.0869174157749784,17,26
75,exp_7_LNP_CR.czi,3,3196746,61171131,23314506,1404610,831112,1236864,167746,63845.90909090909,42563.93939393939,25185.21212121212,0.439387427089922,0.259986874152654,0.8805746790924172,0.1194253209075828,22,33
76,exp_7_LNP_CR.czi,4,2720375,71182961,22968920,909381,492634,780885,128496,45469.05,36375.24,19705.36,0.3342851628911455,0.1810904746588246,0.8586994889930624,0.1413005110069377,20,25
77,exp_7_LNP_CR.czi,5,2406112,51358885,15781506,748842,376926,647591,101251,49922.8,35659.142857142855,17948.85714285714,0.3112249138859704,0.1566535556117088,0.8647899022757805,0.1352100977242195,15,21
78,exp_7_LNP_CR.czi,6,3265441,51337354,20273030,878368,463324,775870,102498,46229.89473684211,29278.933333333334,15444.133333333331,0.2689890890694396,0.1418871141753901,0.8833085904768844,0.1166914095231156,19,30
79,exp_7_LNP_CR.czi,7,2523553,52159324,16855809,564114,283034,495349,68765,47009.5,31339.666666666668,15724.111111111111,0.2235395888257548,0.1121569469711949,0.8781008803185172,0.1218991196814828,12,18
80,exp_7_LNP_CR.czi,8,2253021,28868995,14603550,509040,342201,412149,96891,31815.0,25452.0,17110.05,0.2259366424014689,0.1518854018670931,0.8096593587930222,0.1903406412069778,16,20
81,exp_7_LNP_CR.czi,9,3308817,33956718,25101336,1259484,965869,1051392,208092,78717.75,54760.17391304348,41994.30434782609,0.3806448044724141,0.2919076515866546,0.8347799575064074,0.1652200424935926,16,23
82,exp_7_LNP_CR.czi,10,2525645,31540655,21257869,625913,460578,531600,94313,41727.53333333333,39119.5625,28786.125,0.2478230313444684,0.1823605455240146,0.8493193143456039,0.150680685654396,15,16
83,exp_7_LNP_CR.czi,11,2352369,11075694,12640753,464191,381219,387073,77118,27305.352941176472,24431.105263157893,20064.157894736843,0.1973291605186091,0.1620574833285084,0.8338658009310822,0.1661341990689177,17,19
84,exp_8_cellonly_CR.czi,0,236752,76593675,21478663,132113,61673,121699,10414,9436.642857142857,3774.657142857143,1762.0857142857142,0.5580227410961681,0.2604962154490775,0.9211735408324692,0.0788264591675308,14,35
85,exp_8_cellonly_CR.czi,1,335540,93531569,28528180,176602,65748,159127,17475,12614.42857142857,4415.05,1643.7,0.5263217500149013,0.195946831972343,0.9010486857453482,0.0989513142546517,14,40
86,exp_8_cellonly_CR.czi,2,381552,62295886,16521661,131296,43309,113591,17705,7723.294117647059,4527.448275862069,1493.4137931034484,0.3441103702771837,0.1135074642512685,0.8651520229100658,0.1348479770899342,17,29
87,exp_8_cellonly_CR.czi,3,192278,43209954,15707630,76046,34347,68613,7433,5849.692307692308,2924.846153846154,1321.0384615384614,0.3955002652409532,0.1786319807778321,0.9022565289430082,0.0977434710569918,13,26
88,exp_8_cellonly_CR.czi,4,302116,58240502,17472669,108079,54143,98089,9990,6004.388888888889,4912.681818181818,2461.0454545454545,0.3577400733493095,0.1792126203180235,0.9075676125796872,0.0924323874203129,18,22
89,exp_8_cellonly_CR.czi,5,409440,55433796,18680964,175663,75232,155473,20190,13512.53846153846,4747.648648648648,2033.2972972972973,0.4290323368503321,0.1837436498632278,0.8850640146189009,0.114935985381099,13,37
90,exp_8_cellonly_CR.czi,6,219557,51616453,24216908,103459,60110,91843,11616,4926.619047619048,3567.551724137931,2072.7586206896553,0.4712170415882891,0.2737785631977117,0.8877236393160576,0.1122763606839424,21,29
91,exp_8_cellonly_CR.czi,7,347094,55240796,22519315,112268,54702,99228,13040,7016.75,5103.090909090909,2486.4545454545455,0.3234512840901888,0.1575999585126795,0.883849360458902,0.116150639541098,16,22
92,exp_8_cellonly_CR.czi,8,427117,34133536,16197177,131223,62314,113805,17418,6561.15,4860.111111111111,2307.925925925926,0.3072296349712139,0.1458944504667339,0.8672641229052833,0.1327358770947166,20,27
93,exp_8_cellonly_CR.czi,9,219608,41742649,28464270,90374,51537,79073,11301,4107.909090909091,3012.4666666666667,1717.9,0.4115241703398783,0.2346772430876835,0.8749529732002567,0.1250470267997432,22,30
94,exp_8_cellonly_CR.czi,10,371148,53781024,23154415,107005,57343,91219,15786,5944.722222222223,4652.391304347826,2493.1739130434785,0.28830816817011,0.154501708213435,0.8524741834493715,0.1475258165506284,18,23
95,exp_8_cellonly_CR.czi,11,471885,21822960,16223493,108955,74323,91044,17911,5188.333333333333,4539.791666666667,3096.7916666666665,0.2308931201457982,0.1575023575659323,0.8356110320774631,0.1643889679225368,21,24
96,exp_9_cellonly_np.czi,0,194888,59885672,20349797,118591,69662,108480,10111,5390.5,3205.162162162162,1882.7567567567569,0.6085084766635196,0.3574463281474488,0.9147405789646768,0.085259421035323,22,37
97,exp_9_cellonly_np.czi,1,249012,86675153,23176107,139033,68084,127530,11503,8689.5625,3658.7631578947367,1791.6842105263158,0.5583385539652708,0.2734165421746743,0.9172642466177094,0.0827357533822905,16,38
98,exp_9_cellonly_np.czi,2,323802,50714951,16834842,100909,43503,89533,11376,7207.785714285715,4586.772727272727,1977.409090909091,0.3116379762941551,0.1343506216762095,0.8872647633015885,0.1127352366984114,14,22
99,exp_9_cellonly_np.czi,3,229086,48434439,32318990,155806,113908,139457,16349,9165.058823529413,5026.0,3674.451612903226,0.6801201295583318,0.4972281152056433,0.895068225870634,0.104931774129366,17,31
100,exp_9_cellonly_np.czi,4,192670,57435625,21983784,91591,49732,86378,5213,8326.454545454546,4163.227272727273,2260.5454545454545,0.4753775886230342,0.2581201017283438,0.9430839274601216,0.0569160725398783,11,22
101,exp_9_cellonly_np.czi,5,320912,84964490,26547914,139293,59900,127159,12134,9949.5,6633.0,2852.3809523809523,0.4340535723188911,0.1866555317345565,0.912888659157316,0.0871113408426841,14,21
102,exp_9_cellonly_np.czi,6,224264,70398196,21514628,128339,66853,115181,13158,5133.56,3468.6216216216217,1806.837837837838,0.572267506153462,0.2980995612314058,0.8974746569631991,0.1025253430368009,25,37
103,exp_9_cellonly_np.czi,7,246154,68136991,19316748,115014,59656,105097,9917,10455.818181818182,4600.56,2386.24,0.4672440829724481,0.2423523485297821,0.9137757142608726,0.0862242857391274,11,25
104,exp_9_cellonly_np.czi,8,314584,50023239,15377674,101534,40684,92547,8987,9230.363636363636,4615.181818181818,1849.2727272727273,0.3227564021056379,0.1293263484474734,0.9114877774932536,0.0885122225067465,11,22
105,exp_9_cellonly_np.czi,9,255186,101058879,22586104,151352,75956,141415,9937,11642.46153846154,3880.8205128205127,1947.5897435897436,0.5931046374017384,0.2976495575776101,0.9343451028067022,0.0656548971932977,13,39
106,exp_9_cellonly_np.czi,10,296092,111112719,20522049,140965,58274,130720,10245,11747.083333333334,4860.862068965517,2009.448275862069,0.4760851357010658,0.1968104508058306,0.9273223849891816,0.0726776150108182,12,29
107,exp_9_cellonly_np.czi,11,406096,160325111,22603051,193048,71338,173405,19643,13789.142857142857,5217.513513513513,1928.054054054054,0.4753752807217998,0.1756678223868248,0.8982481040984626,0.1017518959015374,14,37
108,exp_10_LNP_np.czi,0,2075927,52272598,13883261,787380,389987,703051,84329,35790.0,21280.54054054054,10540.18918918919,0.379290793944103,0.1878616155577725,0.892899235439051,0.1071007645609489,22,37
109,exp_10_LNP_np.czi,1,1690169,7946635,4846405,82049,47670,73409,8640,41024.5,41024.5,23835.0,0.0485448496570461,0.0282042801636996,0.8946970712622945,0.1053029287377055,2,2
110,exp_10_LNP_np.czi,2,2494414,35160788,13974597,1241780,646856,1115944,125836,62089.0,42820.0,22305.379310344822,0.4978243387023966,0.259321828694034,0.898664819855369,0.1013351801446311,20,29
111,exp_10_LNP_np.czi,3,2961729,44039090,27321652,1268838,777245,1136419,132419,60420.857142857145,37318.76470588235,22860.147058823528,0.4284112422169618,0.2624294795371217,0.895637583363676,0.1043624166363239,21,34
112,exp_10_LNP_np.czi,4,2104069,32938744,23064303,682306,352454,621996,60310,52485.07692307692,35910.84210526316,18550.21052631579,0.3242792893198845,0.1675106662376566,0.911608574451932,0.0883914255480678,13,19
113,exp_10_LNP_np.czi,5,1746749,42732714,24826888,414445,237065,347500,66945,23024.722222222223,19735.47619047619,11288.809523809525,0.2372664876293045,0.1357178392545237,0.838470725910555,0.1615292740894449,18,21
114,exp_10_LNP_np.czi,6,2854519,50521848,29610032,1553690,972331,1352944,200746,86316.11111111111,55488.92857142857,34726.107142857145,0.5442913499612368,0.3406286663357294,0.8707940451441407,0.1292059548558592,18,28
115,exp_10_LNP_np.czi,7,2356888,65960440,25327426,1019227,535910,945545,73682,67948.46666666666,46328.5,24359.545454545456,0.4324460899287535,0.2273803422139703,0.927707959070943,0.072292040929057,15,22
116,exp_10_LNP_np.czi,8,2717156,65766388,26963360,1415671,853906,1224053,191618,54448.88461538462,40447.74285714285,24397.314285714285,0.5210120434748686,0.3142646208020445,0.8646451046888719,0.135354895311128,26,35
117,exp_10_LNP_np.czi,9,2881560,73673793,20407894,1436567,735879,1326655,109912,84503.94117647059,57462.68,29435.16,0.4985379447243854,0.2553752134260609,0.923489819827408,0.076510180172592,17,25
118,exp_10_LNP_np.czi,10,3034809,106714354,26431210,1532251,800287,1422919,109332,109446.5,52836.24137931035,27596.103448275862,0.5048920706377238,0.263702592156541,0.9286461552317472,0.0713538447682527,14,29
119,exp_10_LNP_np.czi,11,2495349,50708201,16421587,941673,455684,822791,118882,42803.318181818184,33631.17857142857,16274.42857142857,0.3773712614948851,0.1826133338462876,0.8737544774035149,0.1262455225964852,22,28
120,exp_11_LNP_VTN.czi,0,7231688,32844959,29162688,5286228,3256579,4582550,703678,293679.3333333333,165194.625,101768.09375,0.7309812038351212,0.4503207273322632,0.8668846671010029,0.1331153328989971,18,32
121,exp_11_LNP_VTN.czi,1,6631680,33974452,22648297,4432832,2229339,3883966,548866,340987.07692307694,221641.6,111466.95,0.6684327349932445,0.3361650441517081,0.876181637382152,0.1238183626178479,13,20
122,exp_11_LNP_VTN.czi,2,4425920,16290159,13580439,1634427,921048,1269267,365160,96142.76470588236,90801.5,51169.333333333336,0.3692852559467862,0.2081031740293543,0.7765822517616265,0.2234177482383734,17,18
123,exp_11_LNP_VTN.czi,3,6649388,29634291,31056112,4638310,2632421,4012671,625639,421664.5454545454,210832.2727272727,119655.5,0.6975544215497727,0.3958892156691713,0.8651148802042123,0.1348851197957876,11,22
