1.667678627714461181e-01,1.145687042649124049e-01,2.040890725430669628e-01,2.120767197811538884e-01,8.329666545503242037e-02,1.030822168533567645e-01,8.523628028221412467e-02,8.013126491646778427e-02,8.673550304254555587e-02,1.106854755201658741e-01,1.331153328989971574e-01,7.917494472129632532e-02,1.169704533070852343e-01,1.271361456987234462e-01,1.563028157093613590e-01,2.064409541917650581e-01,1.822003561153089646e-01,9.965308668813790960e-02,nan,1.490040091782445231e-01,3.704727497139330694e-01,1.170765960180617238e-01
1.096058737405712080e-01,1.219705443698732295e-01,1.785589064654845848e-01,2.809655889746034418e-01,7.803562912231411242e-02,1.208112604750385261e-01,9.548403594217377832e-02,1.210228499415069575e-01,8.339846971337602777e-02,1.053029287377055118e-01,1.271240190379947232e-01,9.643811219946571422e-02,1.337415396831398706e-01,1.250818292340783733e-01,1.479706114316549637e-01,3.482792458682381631e-01,1.206817889791228643e-01,8.419066324956547831e-02,nan,1.122305749379189366e-01,4.430536912751678047e-01,1.184483386147123229e-01
1.264214081724230332e-01,1.490452934354735970e-01,3.026148093374453896e-01,2.410521443998765723e-01,1.057527792939013528e-01,1.337196443579422300e-01,9.295530600094438489e-02,1.348479770899342067e-01,1.152619141394249647e-01,1.013351801446310957e-01,2.191476041304897537e-01,1.582635044960290505e-01,2.150436779941417298e-01,1.705381113575347163e-01,1.478485338344133204e-01,3.647569440802515550e-01,1.409738095542133196e-01,1.231957993918621486e-01,nan,1.336645729121347104e-01,4.178943115178386236e-01,2.151291193109652056e-01
1.034767689046785233e-01,1.107945835462442463e-01,1.237725333660907312e-01,1.302286645010418686e-01,9.805535324900688243e-02,6.008520893402762714e-02,1.251715296900064167e-01,9.774347105699182636e-02,1.069784791239916100e-01,1.043624166363239375e-01,1.348851197957876835e-01,1.081700203762267914e-01,1.147692713588442659e-01,7.194813533045718579e-02,1.291784944559123960e-01,1.818687466892976723e-01,5.586800129282325916e-02,1.096188469332558257e-01,nan,1.108883473376827411e-01,2.797557162550347032e-01,1.337414388750833294e-01
9.164653656932553183e-02,1.067142470173950974e-01,1.913359767528402811e-01,1.307917781783093925e-01,7.816701554652788486e-02,9.502492704763570996e-02,1.419156004868738219e-01,9.938363331017928404e-02,5.691607253987836929e-02,8.931225134565878854e-02,2.049312544154772708e-01,1.124026796093731129e-01,1.045600168918478651e-01,1.115378674767028844e-01,1.338168892418264144e-01,1.607913714787257697e-01,7.940426676363857017e-02,1.404307166808989316e-01,nan,8.794309471734547412e-02,2.901193528983442294e-01,1.504551887624139273e-01
1.140743220352654630e-01,1.295157461171019264e-01,3.185701505687884016e-01,2.085790937604797557e-01,1.268609810133516647e-01,1.467714972312192945e-01,1.362463428012117284e-01,1.149850246004201076e-01,8.768820700448051730e-02,1.615292740894449242e-01,1.916871113840485086e-01,1.561936487397965478e-01,1.902117421921787621e-01,1.735572604636214655e-01,1.164753380872770583e-01,1.848393584716897797e-01,1.327704876479419704e-01,2.540885741861725333e-01,nan,1.586197743861977316e-01,3.310701512250864287e-01,1.832271956313203387e-01
1.071336983588505737e-01,1.407479254229981602e-01,2.909472721777527915e-01,1.520708125823027890e-01,5.106388155959789427e-02,1.114802065404475045e-01,1.166914095231156023e-01,1.154635664487811270e-01,1.041944636147534714e-01,1.292059548558592841e-01,1.134515985424936063e-01,1.252480278216911158e-01,1.393720563007009861e-01,9.522334594718342982e-02,8.383091174216383834e-02,9.815927596465455485e-02,1.122186788154897474e-01,1.153540045803758546e-01,nan,1.276783087454407828e-01,2.943204564092163356e-01,1.842770688249008859e-01
1.503836326051111449e-01,1.172694037170553955e-01,3.247648545868320746e-01,1.791649574274365442e-01,1.041328876014890048e-01,1.743900783998496851e-01,1.218991196814828148e-01,1.160229146775453579e-01,8.975469965937658834e-02,7.346188626898955687e-02,1.627795838094528713e-01,1.038155984691857686e-01,1.074766819037133031e-01,8.941912239556779052e-02,8.350404990831349072e-02,1.508228740698779047e-01,8.930594430475828627e-02,1.917079018382877031e-01,nan,1.458280963002835662e-01,3.289449058746845567e-01,1.660599271912629460e-01
1.729298714765666878e-01,1.570387599716523419e-01,4.209431164980362849e-01,2.725299546489262092e-01,1.129976139340414520e-01,1.482389555184454311e-01,1.911603751106599747e-01,1.344782768749953061e-01,9.058356343483818518e-02,1.362054462734577642e-01,1.725889743715491309e-01,1.477096088707376687e-01,1.488153103293389234e-01,1.490716132739548783e-01,1.307358501475874846e-01,1.754433292609608730e-01,1.337641369251708900e-01,1.598398840539701216e-01,nan,1.804235513111725198e-01,3.612648756623161317e-01,2.581693056696864330e-01
1.071774806934854829e-01,8.143985804216485880e-02,1.329699940691443372e-01,1.478242818962609284e-01,1.326300696435886994e-01,8.007026467233853417e-02,1.652200424935926226e-01,1.264131890325554952e-01,7.746105881503237423e-02,7.916964061046238843e-02,1.226757123322388260e-01,1.164376116158086782e-01,1.426272031759336645e-01,8.333274055526707080e-02,9.101608696356537631e-02,1.576255009158601672e-01,8.764563418074916568e-02,1.257029384177460185e-01,nan,1.235072371623386484e-01,2.801364198569933350e-01,1.196020892429745658e-01
1.336474889717169934e-01,1.047755722587703775e-01,1.899266746118590532e-01,1.898753163963626256e-01,1.633156598215050881e-01,1.193266545902180731e-01,1.522587366227862449e-01,1.479979868023711120e-01,7.267761501081829167e-02,7.659662155482430124e-02,1.358835420741251188e-01,9.164844335321310764e-02,1.082214272241822373e-01,8.451158732624985959e-02,8.523729541039490321e-02,1.975172245572909824e-01,1.075386118824979975e-01,9.484509909727113774e-02,nan,1.410570472435727640e-01,3.704983128411043491e-01,1.320112807062280569e-01
1.253926798144839039e-01,1.336512452196623457e-01,2.246461301024575141e-01,1.860957684758296482e-01,1.201659618120040074e-01,1.892573999396483242e-01,1.661341990689177428e-01,1.655480779781280942e-01,1.031470466873987274e-01,1.302843252196018431e-01,2.148637332822573853e-01,1.171626248126890202e-01,1.508021735795431473e-01,1.349736355636805274e-01,1.073563465165851272e-01,1.960050671978286474e-01,1.147708880513753915e-01,1.428156237781793847e-01,nan,2.663101707599895840e-01,3.341721767163393642e-01,2.159959650695879307e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.090570423831733804e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.004888711959767839e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.681480122054199722e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.301926378027846720e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.576289153184596836e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.156455880907250933e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.272269664296627190e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.995006340203431427e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.806230997069522282e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.316462598370925496e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.169455743293369154e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.833659814355738105e-01
