0.000000000000000000e+00,1.137690000000000000e+05,1.109045000000000000e+06,2.453265000000000000e+06
0.000000000000000000e+00,8.433500000000000000e+04,4.621190000000000000e+05,2.033850000000000000e+06
0.000000000000000000e+00,1.111450000000000000e+05,5.707000000000000000e+05,3.087909000000000000e+06
0.000000000000000000e+00,7.625800000000000000e+04,1.348221000000000000e+06,2.617979000000000000e+06
0.000000000000000000e+00,7.784400000000000000e+04,1.597715000000000000e+06,2.375270000000000000e+06
0.000000000000000000e+00,1.284430000000000000e+05,3.377270000000000000e+05,2.997832000000000000e+06
0.000000000000000000e+00,3.967500000000000000e+04,7.522710000000000000e+05,4.215934000000000000e+06
0.000000000000000000e+00,1.009210000000000000e+05,8.462430000000000000e+05,2.165746000000000000e+06
0.000000000000000000e+00,9.650300000000000000e+04,6.654160000000000000e+05,7.775090000000000000e+05
0.000000000000000000e+00,1.129570000000000000e+05,2.581107000000000000e+06,3.354609000000000000e+06
0.000000000000000000e+00,4.913700000000000000e+04,3.029250000000000000e+05,2.486593000000000000e+06
0.000000000000000000e+00,9.934600000000000000e+04,4.602030000000000000e+05,1.208392000000000000e+06
