nan,8.126357142857143117e+03,8.531115384615384392e+04,3.066581250000000000e+05
nan,7.027916666666666970e+03,6.601700000000000000e+04,2.905500000000000000e+05
nan,1.010409090909090992e+04,4.390000000000000000e+04,3.087909000000000233e+05
nan,7.625800000000000182e+03,9.630150000000000000e+04,2.181649166666666279e+05
nan,9.730500000000000000e+03,1.229011538461538439e+05,1.583513333333333430e+05
nan,9.174500000000000000e+03,5.628783333333333576e+04,2.141308571428571304e+05
nan,5.667857142857143117e+03,5.786700000000000000e+04,2.634958750000000000e+05
nan,8.410083333333333940e+03,5.641619999999999709e+04,1.804788333333333721e+05
nan,7.423307692307692378e+03,7.393511111111110949e+04,5.553635714285714494e+04
nan,8.689000000000000000e+03,2.150922500000000000e+05,2.396149285714285506e+05
nan,7.019571428571428442e+03,4.327500000000000000e+04,2.260539090909090883e+05
nan,6.623066666666666606e+03,3.540023076923076587e+04,1.342657777777777810e+05
