3.243507000000000000e+06,9.132988000000000000e+06,1.109505900000000000e+07,9.319504000000000000e+06
3.175271000000000000e+06,1.041246200000000000e+07,8.269729000000000000e+06,1.158825100000000000e+07
5.564932000000000000e+06,1.058172500000000000e+07,9.893130000000000000e+06,1.180159000000000000e+07
3.722323000000000000e+06,7.936246000000000000e+06,1.655508700000000000e+07,1.572185200000000000e+07
4.350048000000000000e+06,1.100823700000000000e+07,1.670627600000000000e+07,1.638218700000000000e+07
6.764378000000000000e+06,1.171515200000000000e+07,1.011538900000000000e+07,1.788375500000000000e+07
3.836526000000000000e+06,7.127121000000000000e+06,9.562481000000000000e+06,2.027490100000000000e+07
4.908539000000000000e+06,1.083873800000000000e+07,1.307401400000000000e+07,1.347644500000000000e+07
7.761494000000000000e+06,9.977738000000000000e+06,1.190688400000000000e+07,1.077421800000000000e+07
4.077537000000000000e+06,1.220602300000000000e+07,1.361386600000000000e+07,1.655885400000000000e+07
5.817460000000000000e+06,9.006443000000000000e+06,9.005231000000000000e+06,1.399012800000000000e+07
7.999765000000000000e+06,1.021827100000000000e+07,1.088669400000000000e+07,1.137895500000000000e+07
