1.098250000000000000e+06,1.784182500000000000e+07,8.317440400000000000e+07,1.110619100000000000e+07
1.098329000000000000e+06,1.394085400000000000e+07,5.937070800000000000e+07,1.219413200000000000e+07
1.305416000000000000e+06,1.449806100000000000e+07,6.378850400000000000e+07,1.342556000000000000e+07
1.129224000000000000e+06,1.237125700000000000e+07,1.092656580000000000e+08,1.537235700000000000e+07
1.182547000000000000e+06,1.573648400000000000e+07,8.011458300000000000e+07,1.719581500000000000e+07
1.381873000000000000e+06,1.452099700000000000e+07,5.462195500000000000e+07,1.630981700000000000e+07
1.456616000000000000e+06,5.742520000000000000e+06,7.370539300000000000e+07,2.042914800000000000e+07
1.315067000000000000e+06,1.443667600000000000e+07,7.472523900000000000e+07,1.310243900000000000e+07
1.421883000000000000e+06,8.219327000000000000e+06,6.683372600000000000e+07,8.552105000000000000e+06
1.243912000000000000e+06,1.353699200000000000e+07,9.940802600000000000e+07,2.043978200000000000e+07
1.362211000000000000e+06,6.060803000000000000e+06,4.806494200000000000e+07,1.976977100000000000e+07
1.435897000000000000e+06,7.689836000000000000e+06,3.665895000000000000e+07,1.000938100000000000e+07
