0.000000000000000000e+00,5.858100000000000000e+04,3.927890000000000000e+05,1.085093000000000000e+06
0.000000000000000000e+00,3.201500000000000000e+04,1.300560000000000000e+05,1.176070000000000000e+06
0.000000000000000000e+00,4.703400000000000000e+04,2.190850000000000000e+05,1.283893000000000000e+06
0.000000000000000000e+00,3.063800000000000000e+04,5.666130000000000000e+05,1.412404000000000000e+06
0.000000000000000000e+00,3.156000000000000000e+04,7.033450000000000000e+05,1.471435000000000000e+06
0.000000000000000000e+00,5.607400000000000000e+04,1.053150000000000000e+05,1.755121000000000000e+06
0.000000000000000000e+00,2.359600000000000000e+04,2.810360000000000000e+05,2.178490000000000000e+06
0.000000000000000000e+00,4.086600000000000000e+04,2.984340000000000000e+05,9.892730000000000000e+05
0.000000000000000000e+00,4.501600000000000000e+04,2.071920000000000000e+05,4.634930000000000000e+05
0.000000000000000000e+00,5.443800000000000000e+04,7.715540000000000000e+05,1.860185000000000000e+06
0.000000000000000000e+00,2.609100000000000000e+04,1.298270000000000000e+05,1.174503000000000000e+06
0.000000000000000000e+00,5.364800000000000000e+04,1.590350000000000000e+05,5.237060000000000000e+05
