nan,5.688449999999999818e+03,4.436180000000000291e+04,2.044387500000000000e+05
nan,5.622333333333333030e+03,6.601700000000000000e+04,2.542312500000000000e+05
nan,7.409666666666666970e+03,4.076428571428571740e+04,2.205649285714285506e+05
nan,4.766125000000000000e+03,4.494069999999999709e+04,1.636236875000000000e+05
nan,7.076727272727272975e+03,9.985718750000000000e+04,1.484543750000000000e+05
nan,8.027687500000000000e+03,4.221587500000000000e+04,1.199132799999999988e+05
nan,3.967500000000000000e+03,4.179283333333333576e+04,1.239980588235293981e+05
nan,7.208642857142856883e+03,4.701350000000000000e+04,1.139866315789473592e+05
nan,6.433533333333333758e+03,3.696755555555555475e+04,5.553635714285714494e+04
nan,5.647850000000000364e+03,1.173230454545454559e+05,1.765583684210526408e+05
nan,6.142125000000000000e+03,3.786562500000000000e+04,1.912763846153846534e+05
nan,6.623066666666666606e+03,3.068020000000000073e+04,1.208391999999999971e+05
