7.099800000000000000e+04,1.335878000000000000e+06,2.411786000000000000e+06,1.279526000000000000e+06,3.432137000000000000e+06,2.292750000000000000e+06,1.769980000000000000e+05,9.326090000000000000e+05,1.634099000000000000e+06,2.091758000000000000e+06,8.424560000000000000e+05,2.911478000000000000e+06,1.295600000000000000e+05
5.361200000000000000e+04,7.717250000000000000e+05,3.205121000000000000e+06,1.115646000000000000e+06,1.526207000000000000e+06,2.316805000000000000e+06,2.854590000000000000e+05,7.282810000000000000e+05,3.216937000000000000e+06,2.266628000000000000e+06,7.040910000000000000e+05,1.972911000000000000e+06,1.083770000000000000e+05
7.861500000000000000e+04,9.482710000000000000e+05,3.310036000000000000e+06,8.143740000000000000e+05,1.493670000000000000e+06,1.816808000000000000e+06,1.892380000000000000e+05,7.253590000000000000e+05,2.422449000000000000e+06,1.902307000000000000e+06,1.172314000000000000e+06,1.922983000000000000e+06,6.123600000000000000e+04
5.847000000000000000e+04,7.738950000000000000e+05,3.182087000000000000e+06,8.401290000000000000e+05,1.832469000000000000e+06,2.259093000000000000e+06,2.776550000000000000e+05,9.611730000000000000e+05,2.730746000000000000e+06,1.657079000000000000e+06,6.548180000000000000e+05,1.089887000000000000e+06,5.920200000000000000e+04
7.132600000000000000e+04,8.408630000000000000e+05,2.828530000000000000e+06,7.432450000000000000e+05,2.733933000000000000e+06,2.503004000000000000e+06,3.654450000000000000e+05,6.847330000000000000e+05,2.571933000000000000e+06,1.828196000000000000e+06,1.163987000000000000e+06,1.508306000000000000e+06,nan
1.092880000000000000e+05,7.573630000000000000e+05,2.145207000000000000e+06,7.617050000000000000e+05,1.457178000000000000e+06,2.089853000000000000e+06,2.864810000000000000e+05,8.063220000000000000e+05,1.763370000000000000e+06,1.752006000000000000e+06,6.433770000000000000e+05,2.810812000000000000e+06,nan
1.008500000000000000e+05,7.094090000000000000e+05,1.923623000000000000e+06,7.940260000000000000e+05,1.644222000000000000e+06,2.294072000000000000e+06,nan,7.717700000000000000e+05,1.684847000000000000e+06,1.788149000000000000e+06,7.668600000000000000e+05,1.592535000000000000e+06,nan
1.207490000000000000e+05,6.837650000000000000e+05,4.163582000000000000e+06,7.201350000000000000e+05,1.736073000000000000e+06,2.062823000000000000e+06,nan,8.133660000000000000e+05,1.873117000000000000e+06,1.692252000000000000e+06,nan,1.337410000000000000e+06,nan
3.082560000000000000e+05,1.037799000000000000e+06,3.511455000000000000e+06,1.037235000000000000e+06,1.307330000000000000e+06,2.244626000000000000e+06,nan,6.040910000000000000e+05,2.459627000000000000e+06,1.751785000000000000e+06,nan,nan,nan
2.569680000000000000e+05,6.067560000000000000e+05,3.300186000000000000e+06,7.790810000000000000e+05,1.366854000000000000e+06,2.166243000000000000e+06,nan,6.990500000000000000e+05,1.921306000000000000e+06,1.475396000000000000e+06,nan,nan,nan
nan,8.483200000000000000e+05,2.987371000000000000e+06,8.901700000000000000e+05,2.175504000000000000e+06,1.861385000000000000e+06,nan,8.841340000000000000e+05,1.748321000000000000e+06,1.744265000000000000e+06,nan,nan,nan
nan,nan,3.689837000000000000e+06,1.077177000000000000e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
