2.560000000000000142e+01,2.399268292682926926e+02,2.069666666666666686e+02,6.219354838709677580e+01,2.468750000000000000e+01,4.173461538461538680e+02,4.215384615384615330e+01,2.010000000000000000e+02,1.154615384615384812e+02,5.573478260869565020e+02,4.322580645161290391e+01,4.388888888888889284e+00,3.636065573770491710e+01
1.425000000000000000e+01,2.132173913043478137e+02,7.816666666666666288e+02,2.251578947368421098e+02,4.666666666666666963e+00,1.507549999999999955e+03,1.892857142857142705e+01,7.741666666666667140e+01,4.368714285714285325e+03,3.965000000000000000e+02,1.590625000000000000e+02,1.563636363636363669e+01,8.117647058823528994e+00
6.369230769230769340e+01,5.330000000000000000e+02,3.112437500000000000e+03,1.699411764705882320e+02,2.500000000000000000e+01,2.106428571428571104e+02,7.271428571428570820e+01,7.054545454545454675e+01,7.575000000000000000e+02,9.675384615384615472e+02,5.245555555555555429e+02,1.671428571428571530e+01,1.300000000000000000e+01
6.608695652173913082e+00,9.609677419354838435e+01,1.590571428571428896e+03,2.381363636363636260e+02,3.042857142857142705e+01,1.733783783783783861e+02,1.900000000000000000e+01,1.567714285714285722e+02,5.720000000000000000e+02,2.637368421052631788e+02,1.442857142857142883e+01,2.898461538461538680e+02,1.730000000000000071e+01
2.016666666666666785e+01,6.925925925925925242e+01,1.757500000000000000e+03,7.152173913043478137e+01,1.651250000000000000e+02,3.391833333333333485e+03,1.719999999999999929e+01,3.355294117647058556e+02,1.015117647058823650e+03,2.888750000000000000e+02,3.363999999999999773e+02,5.787500000000000000e+01,nan
2.061111111111111072e+01,3.306999999999999886e+02,4.179000000000000000e+03,2.387777777777777715e+02,1.070000000000000000e+02,8.421052631578946901e-01,4.850000000000000000e+01,4.031250000000000000e+01,4.931800000000000182e+03,1.412714285714285779e+03,1.212580645161290391e+02,2.611111111111111072e+01,nan
3.438888888888888573e+01,5.988461538461538680e+01,1.480625000000000000e+02,6.481818181818181301e+01,1.925000000000000000e+01,0.000000000000000000e+00,nan,4.136363636363636260e+02,1.844888888888888914e+03,3.694666666666666401e+02,3.434545454545454390e+02,3.354999999999999716e+01,nan
7.120000000000000284e+01,1.350000000000000000e+02,2.708111111111111313e+03,1.367272727272727195e+02,2.593750000000000000e+01,0.000000000000000000e+00,nan,1.370625000000000000e+02,1.940583333333333258e+03,4.763636363636363313e+01,nan,6.070000000000000284e+01,nan
1.014285714285714235e+01,5.983999999999999773e+02,3.560384615384615245e+03,3.552307692307692264e+02,8.157894736842104422e+00,1.131250000000000000e+02,nan,8.966666666666667140e+01,1.347333333333333258e+03,6.960000000000000000e+02,nan,nan,nan
7.352941176470588402e+01,1.421428571428571352e+01,1.177866666666666561e+03,3.551724137931034164e+01,1.581818181818181834e+01,2.625384615384615472e+02,nan,9.953846153846151878e+01,1.252285714285714221e+03,6.293076923076922640e+02,nan,nan,nan
nan,1.476666666666666572e+02,1.939263157894736878e+03,3.731333333333333258e+02,1.090000000000000000e+02,9.957142857142855519e+01,nan,2.751666666666666856e+02,6.408750000000000000e+02,3.076666666666666856e+02,nan,nan,nan
nan,nan,6.135625000000000000e+03,4.660000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
