1.190697674418604024e-01,5.919698629147759905e-02,1.579946461469559915e-02,8.581436856559099269e-03,1.629806898828099976e-03,3.604672021685829952e-02,8.568524743960589940e-02,2.266357398279689878e-02,1.765882352941169908e-02,7.006066568289880114e-02,2.035329677840719970e-02,1.040190868440000034e-04,1.128121662173846018e-01
4.170731707317069936e-02,8.213717444100150644e-02,4.274049502424080021e-02,3.174862333575759893e-02,1.197732862795399976e-03,1.100132449364571025e-01,3.720864925582700183e-02,2.675768311299280000e-02,1.405053985756949120e-01,3.972663930833229828e-02,7.092495053367889324e-02,1.133742007777989967e-02,1.736941472624289884e-02
2.529789184234647048e-01,1.276563316495384071e-01,1.097106928215160065e-01,5.337545726637839966e-02,2.121726479146459829e-02,4.068652474441569744e-02,1.346382753604019877e-01,3.775420842658359921e-02,4.181578971579980042e-02,1.855326430067557042e-01,2.319388832936199879e-02,1.635220125786160036e-02,3.004622496147910105e-02
3.217612193056729880e-02,3.390467085495760258e-02,8.677438776086769667e-02,4.634027685639729999e-02,1.822795209386099922e-03,2.158747892570739985e-02,3.247863247863239794e-02,6.146108696626190193e-02,3.984738387670670040e-02,5.303711857410479957e-02,1.797153024911030128e-02,2.426427973468993082e-01,4.855458882963790274e-02
1.252587991718425997e-01,2.930621072262529908e-02,7.287592088349520436e-02,2.613143556099179962e-02,1.603349921106929921e-01,1.960767311231224053e-01,8.514851485148509924e-02,3.548367029548988860e-01,6.042832431069620341e-02,5.072765985468750266e-02,1.797008547008547008e-01,5.001080146899970075e-02,nan
8.012958963282930391e-02,1.281385616862988075e-01,1.937089776393368934e-01,1.159897449736877056e-01,1.639846743295018949e-01,5.281835437814639709e-05,1.490015360983102943e-01,1.473275468250339997e-02,2.089480150828283977e-01,7.838272710699649426e-02,1.273891825945505929e-01,2.665607985480899968e-03,nan
1.009952683961494041e-01,1.968394437420980039e-02,8.924030844223100611e-03,1.759690018139859966e-02,2.850558542883299944e-03,0.000000000000000000e+00,nan,9.014363546310050213e-02,7.704193133784019432e-02,3.885278426258929885e-02,2.023025435073627920e-01,2.864094246201119923e-02,nan
3.230490018148819975e-01,6.985588988641949770e-02,9.041318972376730101e-02,5.817731703543239929e-02,7.082841943395000017e-04,0.000000000000000000e+00,nan,5.442767795095800054e-02,1.597439925365455038e-01,1.036187462922679922e-02,nan,5.586746433502069731e-02,nan
4.879725085910650156e-02,1.745777051667297963e-01,1.579439475579001995e-01,7.598769190265410034e-02,8.941963770624200558e-03,1.650114869874910045e-02,nan,2.038264822883120997e-01,5.301279087686849856e-02,6.714140386571719465e-02,nan,nan,nan
2.428599183990673982e-01,4.693396226415089828e-02,3.818357855426259689e-02,1.656161564188320112e-02,9.198805212656200811e-03,2.366506958071289829e-02,nan,7.193284785146469851e-02,9.677953564370639361e-02,9.655489855893489848e-02,nan,nan,nan
nan,1.109649946771869983e-01,1.957394815129621102e-01,1.215550005429471003e-01,5.824714472399399913e-03,2.197490384009079950e-02,nan,9.705769965609470362e-02,7.819959428336099860e-02,5.964587282440109856e-02,nan,nan,nan
nan,nan,1.287715220408258976e-01,1.939511653718090922e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
