3.605735372827400132e-03,7.363696385448300318e-03,2.574440684206600119e-03,1.506807989833700012e-03,2.301772918738000063e-04,4.732744520771900096e-03,6.192160363393900413e-03,3.017341672662300200e-03,1.837097997122500012e-03,6.128337981735900233e-03,1.590587520297699967e-03,2.713398486954048729e-05,1.711948132139539877e-02
3.189584421398100091e-03,6.354595224982899707e-03,5.121491513112899976e-03,3.834549668980999967e-03,3.669227044562107127e-05,1.301404304635040039e-02,9.283294623745999606e-04,1.275606530995500049e-03,1.901249542655010158e-02,4.198306912294299739e-03,3.614589591402199865e-03,8.718082062495469673e-05,1.273332902737600017e-03
1.053234115626779967e-02,6.182831701064300106e-03,1.504485147593559967e-02,3.547510112061500083e-03,2.343221729029000024e-04,1.623176472142299912e-03,5.379469239793199624e-03,1.069815084668399897e-03,1.876200489669699930e-03,6.611971674393199612e-03,4.027078069527400238e-03,1.216859431414000050e-04,1.910640799529599986e-03
2.599623738669400077e-03,3.849359409222099897e-03,1.399584612237179948e-02,6.235947098600300165e-03,2.324732369277999924e-04,2.839635198727900097e-03,4.105814770128000057e-04,5.708649743594499879e-03,5.446130837507399784e-03,3.023995838460300130e-03,1.542413311789999979e-04,3.457239144975499893e-03,2.922198574372399885e-03
6.785744328856199888e-03,2.223905677857099857e-03,7.456169812588099577e-03,2.213267495913100180e-03,4.831866764839999801e-04,8.130630234709900622e-03,2.353295297513000061e-04,8.330254274293699343e-03,6.709739328357299838e-03,2.528175315994499791e-03,2.890066641637700166e-03,3.069668886816999940e-04,nan
3.394700241563500167e-03,4.366466278389599838e-03,1.948063753288140076e-02,5.642604420346399897e-03,4.405776095987999803e-04,7.656040879430275588e-06,1.015774170014699905e-03,7.999285645187999673e-04,1.398401923589489941e-02,5.644387062601299854e-03,5.842608610503599934e-03,8.360573385911259433e-05,nan
1.227565691621210035e-02,2.194784672875500081e-03,1.231530294657500000e-03,1.795910965132100062e-03,1.873226364808999874e-04,0.000000000000000000e+00,nan,5.895538826334200365e-03,9.854900771405300519e-03,3.099294298182000192e-03,4.926583731059100413e-03,4.213408182550999899e-04,nan
5.896529163802500390e-03,3.948725073672900397e-03,1.170770744997929984e-02,2.088497295645900045e-03,2.390452475212000009e-04,0.000000000000000000e+00,nan,2.696203185281899947e-03,1.243221859606200019e-02,3.096465538228999849e-04,nan,4.538623159688999964e-04,nan
2.303280390324000007e-04,1.153209821940470031e-02,1.318114570740610073e-02,4.452221531282599641e-03,1.185622604850999960e-04,1.209555623074800050e-03,nan,3.562377191515799998e-03,6.573354415120600223e-03,4.370399335534800103e-03,nan,nan,nan
4.864418915973899721e-03,3.279736829961000101e-04,5.353637643453999784e-03,1.322070490744800108e-03,2.545992476153000018e-04,1.575538847673099924e-03,nan,1.851083613475399932e-03,4.562521534830899991e-03,5.544951999327600058e-03,nan,nan,nan
nan,2.088834402112400151e-03,1.233392169904569922e-02,6.287563049754500352e-03,5.511366561494999983e-04,3.744523567127999763e-04,nan,3.734727993720399989e-03,2.932527836707300110e-03,1.587488139703500034e-03,nan,nan,nan
nan,nan,1.330275565018180020e-02,2.595673691510300141e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan
