5.413335000000000000e+06,6.480673000000000000e+06,6.528601000000000000e+06,6.889548000000000000e+06,4.485949000000000000e+06,4.837846000000000000e+06,4.623017000000000000e+06,3.262005000000000000e+06,4.028774000000000000e+06,4.732653000000000000e+06,4.505377000000000000e+06,4.070459000000000000e+06,5.068840000000000000e+06,6.434204000000000000e+06,4.758565000000000000e+06,5.320983000000000000e+06,6.024431000000000000e+06,8.003171000000000000e+06,7.927861000000000000e+06,4.100544000000000000e+06,5.939198000000000000e+06,7.341351000000000000e+06
4.565897000000000000e+06,3.489948000000000000e+06,3.407453000000000000e+06,3.823923000000000000e+06,5.174688000000000000e+06,3.933059000000000000e+06,4.952490000000000000e+06,4.138357000000000000e+06,3.756431000000000000e+06,4.455453000000000000e+06,4.249711000000000000e+06,5.543708000000000000e+06,3.398642000000000000e+06,6.238511000000000000e+06,5.475964000000000000e+06,3.926367000000000000e+06,4.394204000000000000e+06,3.069664000000000000e+06,6.193621000000000000e+06,4.086566000000000000e+06,3.920620000000000000e+06,7.665810000000000000e+06
9.396528000000000000e+06,4.891167000000000000e+06,4.560442000000000000e+06,4.813542000000000000e+06,4.666129000000000000e+06,4.239338000000000000e+06,5.820226000000000000e+06,3.367718000000000000e+06,4.577674000000000000e+06,4.546556000000000000e+06,3.528206000000000000e+06,5.154246000000000000e+06,4.385930000000000000e+06,3.453149000000000000e+06,6.746504000000000000e+06,4.174023000000000000e+06,3.332016000000000000e+06,3.997283000000000000e+06,5.227528000000000000e+06,5.251666000000000000e+06,7.367122000000000000e+06,8.132027000000000000e+06
3.528369000000000000e+06,4.640904000000000000e+06,8.740496000000000000e+06,4.045805000000000000e+06,7.690821000000000000e+06,1.472798000000000000e+06,4.742519000000000000e+06,3.699119000000000000e+06,3.056141000000000000e+06,6.021676000000000000e+06,4.048186000000000000e+06,5.097513000000000000e+06,6.959020000000000000e+06,5.595379000000000000e+06,5.030410000000000000e+06,6.124649000000000000e+06,5.593774000000000000e+06,6.222809000000000000e+06,6.351710000000000000e+06,5.964478000000000000e+06,5.925925000000000000e+06,6.683855000000000000e+06
8.234937000000000000e+06,5.520854000000000000e+06,6.314875000000000000e+06,3.207151000000000000e+06,7.811033000000000000e+06,1.603918000000000000e+06,3.230731000000000000e+06,4.355043000000000000e+06,3.986937000000000000e+06,4.966453000000000000e+06,5.833138000000000000e+06,5.100194000000000000e+06,7.979768000000000000e+06,7.425640000000000000e+06,7.583952000000000000e+06,4.959470000000000000e+06,4.548866000000000000e+06,7.407968000000000000e+06,6.995041000000000000e+06,6.051812000000000000e+06,7.058071000000000000e+06,9.585310000000000000e+06
7.862337000000000000e+06,4.682551000000000000e+06,5.102177000000000000e+06,6.440198000000000000e+06,7.413053000000000000e+06,1.593925000000000000e+06,4.991811000000000000e+06,5.164757000000000000e+06,4.974191000000000000e+06,3.939418000000000000e+06,4.471789000000000000e+06,5.176160000000000000e+06,5.670445000000000000e+06,3.241705000000000000e+06,3.551968000000000000e+06,7.371268000000000000e+06,3.485541000000000000e+06,4.638363000000000000e+06,4.790135000000000000e+06,6.282325000000000000e+06,4.247535000000000000e+06,3.603231000000000000e+06
3.895666000000000000e+06,5.146644000000000000e+06,5.507228000000000000e+06,4.875037000000000000e+06,4.445583000000000000e+06,1.496453000000000000e+06,4.967304000000000000e+06,4.180114000000000000e+06,3.763448000000000000e+06,3.545837000000000000e+06,6.371754000000000000e+06,5.742340000000000000e+06,6.248183000000000000e+06,7.753077000000000000e+06,5.304888000000000000e+06,4.318899000000000000e+06,5.824638000000000000e+06,4.815236000000000000e+06,6.480701000000000000e+06,3.516976000000000000e+06,6.661396000000000000e+06,7.110346000000000000e+06
6.546518000000000000e+06,5.299447000000000000e+06,3.449407000000000000e+06,5.341098000000000000e+06,4.353892000000000000e+06,1.521996000000000000e+06,4.521807000000000000e+06,4.882123000000000000e+06,4.936088000000000000e+06,nan,5.830350000000000000e+06,nan,7.428036000000000000e+06,4.594998000000000000e+06,nan,4.906152000000000000e+06,8.462459000000000000e+06,3.797716000000000000e+06,7.728795000000000000e+06,6.018394000000000000e+06,6.105339000000000000e+06,6.476564000000000000e+06
4.860755000000000000e+06,6.243673000000000000e+06,4.273376000000000000e+06,4.247962000000000000e+06,4.912113000000000000e+06,1.395320000000000000e+06,4.309683000000000000e+06,5.748447000000000000e+06,nan,nan,3.916266000000000000e+06,nan,6.677008000000000000e+06,7.072352000000000000e+06,nan,5.514904000000000000e+06,3.656307000000000000e+06,8.489200000000000000e+06,4.213855000000000000e+06,5.445407000000000000e+06,nan,4.140707000000000000e+06
6.942011000000000000e+06,5.461362000000000000e+06,5.364231000000000000e+06,5.071116000000000000e+06,5.880617000000000000e+06,1.588670000000000000e+06,5.250225000000000000e+06,4.208603000000000000e+06,nan,nan,nan,nan,nan,5.847793000000000000e+06,nan,4.206466000000000000e+06,4.406447000000000000e+06,3.681808000000000000e+06,nan,3.693837000000000000e+06,nan,4.805401000000000000e+06
6.547598000000000000e+06,4.780023000000000000e+06,3.900534000000000000e+06,4.796867000000000000e+06,4.176232000000000000e+06,nan,3.494820000000000000e+06,7.185548000000000000e+06,nan,nan,nan,nan,nan,nan,nan,nan,6.269507000000000000e+06,nan,nan,nan,nan,9.370412000000000000e+06
3.527083000000000000e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
