2.975291140313575111e-01,3.361571783764386034e-01,6.485934378117006460e-01,4.184412698073491366e-01,3.742860528287497712e-01,3.225201402127790273e-01,4.814361328234030291e-01,4.411198215854564841e-01,4.769970444563030876e-01,3.381698874767754548e-01,6.805008733783869390e-01,4.727369385453694672e-01,3.094506848343465677e-01,3.713740918106802069e-01,4.032795824287258024e-01,4.086726768154297917e-01,2.603106743529229883e-01,1.327792233290090440e-01
3.998412508079776662e-01,1.290988276403413348e-01,6.045759015307884399e-01,2.715683381178511935e-01,4.406840277631370872e-01,3.271159381183665893e-01,3.967814942329762062e-01,4.467366036836144527e-01,4.721218254541949544e-01,4.560964021941001090e-02,6.431605566010423214e-01,4.831017177621049208e-01,2.996769815845895524e-01,2.345183725609705228e-01,2.662802944409592976e-01,2.595126135086918695e-01,2.274382647108706690e-01,2.339065077241686830e-01
4.372767787203804546e-01,2.835438479862611438e-01,4.637191431935128727e-01,2.516443901568994335e-01,3.738006980453024153e-01,3.263234613481723612e-01,3.210029057020749033e-01,2.975505304650480354e-01,2.725153025614418523e-01,4.791670508584380817e-01,3.650190242932542795e-01,2.686237530186476596e-01,1.954706403671298554e-01,2.343609203001254249e-01,2.460342069582230062e-01,1.863790295630196880e-01,1.756430731777267051e-01,2.840921628789117581e-01
3.876653012039849022e-01,4.127183522552202999e-01,6.853634183977980188e-01,4.925623316496430260e-01,4.125758559186727958e-01,5.072640153330139068e-01,3.460030918940698030e-01,3.438978978354257920e-01,5.018857546947435022e-01,3.796508728516349573e-01,6.304998294579892137e-01,3.871364228538549668e-01,3.806451193537973010e-01,4.436456451947661805e-01,3.331211243758105400e-01,5.951031319132041864e-01,5.098832168919230634e-01,2.243552716023480553e-01
4.431282145067484968e-01,3.792567478728000041e-01,6.686213844442568943e-01,3.452551090972555969e-01,5.421572988328525744e-01,3.798902591551568952e-01,2.020511877958002245e-01,3.446325252551999951e-01,4.273784190584937748e-01,3.012805188423003377e-01,2.251315668770427492e-01,3.857297282795209559e-01,4.084036991035571162e-01,2.706541452556950889e-01,3.234572144796505899e-01,5.042773117751674361e-01,3.550637996088361059e-01,6.373981513249105113e-02
3.975222463264216910e-01,3.803140445649837997e-01,5.519787101968569587e-01,2.677470762743031085e-01,4.287096123639967393e-01,3.138385924989857689e-01,2.738584072561875971e-01,3.934911098085189796e-01,3.914499925213142384e-01,2.128995064545621541e-01,5.089698970021838687e-01,3.663251578611234072e-01,3.370725755575619820e-01,2.448569192220028945e-01,3.942786535822885297e-01,4.637612348344011814e-01,3.498265871352620460e-01,2.318093350772740535e-01
3.989169600492983858e-01,4.488898264859448317e-01,5.655866713807039536e-01,3.904431337752492515e-01,5.742204118882573427e-01,4.100585317001123609e-01,2.384994859806072176e-01,4.414662251715955055e-01,4.767550743766275634e-01,4.254657264498852287e-01,6.605411955936375534e-01,3.530673455946496953e-01,3.599538882984220645e-01,3.015946991955583689e-01,4.278376088536131050e-01,5.405856968012160424e-01,2.564927236845629954e-01,1.401451992017943571e-01
2.606320921476166785e-01,3.620279006464783844e-01,5.339427277437961417e-01,2.689275933129947060e-01,4.169772539519494559e-01,2.474617286548476958e-01,2.064442474558687568e-01,3.031887615458636609e-01,4.098856813214491468e-01,3.988780968802930205e-01,5.673453219436006556e-01,3.740373042459753106e-01,3.563933569633481735e-01,4.144168588613033055e-01,3.871141655805267479e-01,3.245688684401040747e-01,3.782872126718706540e-01,1.760444144450962478e-01
2.562400625422519007e-01,2.210116700265848388e-01,3.629004370301032179e-01,2.043604370105385204e-01,3.633584231076821824e-01,2.733802027374223620e-01,2.135253066882199513e-01,2.835546232062877148e-01,3.005111512346463898e-01,4.313793540010216754e-01,5.561715486969155409e-01,2.820707499197521728e-01,2.265432475790056244e-01,2.435428164316800759e-01,2.407274508511293432e-01,4.810182034125541906e-01,3.694201683791794588e-01,2.644803412405506426e-01
4.065852543108959827e-01,5.376266210879032670e-01,6.296247527658676013e-01,3.688688836901694579e-01,3.704820596367923158e-01,2.929939694927279348e-01,3.549338026249260758e-01,3.788249972678591204e-01,5.521031718040958491e-01,4.317824372909118691e-01,6.622008319645243946e-01,3.959446750150949490e-01,3.362078867638046975e-01,4.417737483064116399e-01,4.116431738145850394e-01,3.907850909628753366e-01,3.123793904581041447e-01,2.670129862027607048e-01
3.281105475083084255e-01,2.915853962416545819e-01,6.184936725501717358e-01,2.487373858606419519e-01,3.437127821100076641e-01,2.698189134808853251e-01,1.845346436256876943e-01,2.299055902227682691e-01,4.054550612647420671e-01,4.513223072687605475e-01,5.896605243281780595e-01,4.064699688681959744e-01,3.628734169004009247e-01,3.549151194168109757e-01,3.750154833478534511e-01,2.847056101503233627e-01,2.029524257853306812e-01,2.332419227064065070e-01
4.250769605610228985e-01,3.087655298461629561e-01,5.390713425816541227e-01,2.427609108350801126e-01,3.176528100221282513e-01,1.444859055643261669e-01,2.216246685787816584e-01,2.198141496339150458e-01,3.945471021630353459e-01,3.453256438277771956e-01,4.934119810676404483e-01,3.560390628870894747e-01,2.322276806724076770e-01,2.403707826953992155e-01,2.946680754596771035e-01,3.454966758120369685e-01,2.154425289642168950e-01,1.701665107764334106e-01
