1.029288461538461524e+04,8.343703703703703241e+02,5.054075000000000000e+04,1.131395348837209212e+03,1.374750000000000000e+04,1.505545454545454504e+03,2.969984210526315655e+04,1.762085714285714175e+03,1.845026315789473756e+03,1.054018918918919007e+04,9.653217647058823786e+04,2.167791666666666788e+04,2.442007142857142753e+04,1.570750000000000000e+03,3.653488461538461706e+04,5.696984210526316019e+04,2.463138095238095411e+04,1.484681250000000000e+04
1.181239999999999964e+04,1.464400000000000091e+03,4.521275000000000000e+04,1.821363636363636260e+03,2.182110714285714130e+04,2.186519999999999982e+03,2.472607692307692196e+04,1.643700000000000045e+03,1.791684210526315837e+03,2.383500000000000000e+04,1.114669499999999971e+05,3.842804166666666424e+04,4.360116666666666424e+04,1.387888888888888914e+03,1.973694736842105340e+04,8.330993333333333430e+04,2.241250000000000000e+04,3.281825000000000000e+04
1.071104999999999927e+04,7.044848484848484986e+02,1.630618421052631493e+04,1.764343750000000000e+03,1.338588888888888869e+04,1.570942857142857065e+03,2.239911538461538294e+04,1.529866666666666561e+03,1.989086956521739239e+03,2.270821875000000000e+04,4.469604761904761835e+04,1.176500000000000000e+04,2.846166666666666788e+04,2.788199999999999818e+03,1.139603846153846098e+04,2.778486363636363603e+04,1.381070588235294053e+04,1.893841379310344928e+04
1.252492499999999927e+04,1.586962962962963047e+03,6.832658064516128798e+04,1.652285714285714221e+03,1.712767857142857247e+04,1.907781250000000000e+03,2.518521212121212011e+04,1.331888888888888914e+03,3.674451612903225850e+03,2.566923076923076951e+04,1.144872608695652161e+05,2.543011538461538294e+04,2.909611111111110949e+04,1.567357142857142890e+03,2.438948387096774240e+04,8.019505000000000291e+04,4.734850000000000000e+04,1.992895999999999913e+04
1.454041666666666606e+04,1.356645161290322676e+03,8.101463999999999942e+04,2.003279999999999973e+03,3.008724137931034420e+04,2.044500000000000000e+03,1.970536000000000058e+04,2.461045454545454504e+03,2.165695652173913004e+03,1.666495833333333212e+04,9.329963636363636761e+04,2.484000000000000000e+04,3.144704000000000087e+04,2.281235294117646845e+03,1.848283333333333212e+04,8.754626666666666279e+04,1.899463636363636397e+04,3.772300000000000000e+04
1.064008571428571486e+04,1.039731707317073187e+03,4.042710344827586232e+04,1.554702702702702709e+03,1.635461290322580680e+04,2.428088235294117567e+03,1.989718181818181984e+04,2.013894736842105203e+03,2.852380952380952294e+03,1.223013636363636397e+04,8.918644000000000233e+04,1.739409375000000000e+04,4.888568000000000029e+04,1.822454545454545496e+03,2.823344444444444525e+04,9.266844444444443798e+04,1.864385714285714130e+04,3.814700000000000000e+04
6.469333333333333030e+03,1.153750000000000000e+03,7.743331250000000000e+04,1.580852941176470495e+03,2.214034146341463565e+04,1.424263157894736878e+03,2.645027272727272793e+04,2.072758620689655345e+03,1.717825000000000045e+03,3.472610714285714494e+04,1.048917777777777810e+05,1.616853125000000000e+04,3.218263999999999942e+04,1.935277777777777828e+03,1.769374193548387120e+04,8.169564705882352428e+04,1.651012500000000000e+04,1.433488235294117658e+04
6.506241379310345110e+03,1.458166666666666742e+03,7.440213043478260806e+04,2.236000000000000000e+03,1.619489999999999964e+04,2.173440000000000055e+03,1.630021052631579005e+04,2.486454545454545496e+03,2.386239999999999782e+03,2.435954545454545587e+04,1.426442142857142899e+05,1.699584375000000000e+04,2.143459259259259125e+04,2.337148148148148266e+03,2.302581818181818016e+04,6.238019999999999709e+04,3.032684999999999854e+04,2.811841666666666788e+04
6.852000000000000000e+03,9.045000000000000000e+02,5.510896153846153902e+04,1.863076923076923094e+03,1.100696551724137862e+04,1.993222222222222172e+03,1.971109523809523671e+04,2.301857142857142662e+03,1.849272727272727252e+03,2.439731428571428478e+04,9.245667999999999302e+04,1.440625000000000000e+04,2.373115000000000146e+04,2.113521739130434980e+03,1.334561904761904771e+04,5.428976000000000204e+04,2.172142307692307804e+04,2.968259259259259125e+04
1.223335714285714312e+04,1.008272727272727252e+03,9.466316666666667152e+04,2.283000000000000000e+03,2.360135714285714130e+04,1.797409090909090992e+03,4.167420833333333576e+04,1.717900000000000091e+03,1.947589743589743648e+03,2.918842307692307804e+04,1.116093333333333285e+05,2.610878260869565202e+04,4.069385185185185401e+04,2.610366666666666788e+03,3.124407692307692196e+04,5.252800000000000000e+04,1.554594444444444525e+04,2.968166666666666788e+04
2.194134782608695605e+04,1.628727272727272748e+03,8.272883333333332848e+04,3.348136363636363512e+03,1.973760714285714130e+04,2.098695652173913004e+03,2.878612500000000000e+04,2.493173913043478478e+03,2.009448275862069067e+03,2.759610344827586232e+04,9.474056521739131131e+04,2.009421875000000000e+04,3.105003225806451519e+04,3.008360000000000127e+03,2.795363636363636397e+04,8.823125000000000000e+04,1.901050000000000000e+04,6.183327777777778101e+04
1.568811764705882342e+04,1.464714285714285779e+03,4.009796428571428260e+04,2.460321428571428442e+03,1.250669230769230853e+04,1.909695652173913004e+03,2.012527999999999884e+04,3.096791666666666515e+03,1.928054054054053950e+03,1.594206666666666752e+04,8.175258333333332848e+04,2.555029999999999927e+04,2.055417647058823422e+04,2.459440000000000055e+03,2.387213636363636397e+04,6.150866666666666424e+04,1.901500000000000000e+04,1.949861904761904589e+04
